management,date,Reco_se,NEE_se,month,Reco,NEE,GPP_f,VPD,ndvi,rh,precip,airt,year,soilt_avg,vwc_avg,doy,current_crop,current_plant_date,current_harvest_date,in_season,crop_type,tillage_event,last_tillage,days_since_tillage,fertilizer_event,last_fertilizer,days_since_fertilizer,herbicide_event,last_herbicide,days_since_herbicide,last_harvest,last_harvest_same_crop,days_since_last_harvest_same_crop,days_since_planting,days_to_harvest,days_since_season_end_harvest,days_since_last_harvest,crop_stage,crop_stage_simple
conventional,11/26/18,0.007627581,NA,11,1.460584167,NA,-0.113642271,NA,0.319102116,97.3659575,0.000674792,1.089352544,2018,2.572966909,0.358279221,330,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,209,NA,6/28/18,151,NA,5/12/18,198,10/4/18,NA,NA,200,-53,53,53,fallow,fallow
conventional,11/27/18,0.00381477,NA,11,1.452621667,NA,-0.693877792,NA,0.318558354,91.28650098,0.000566969,0.297667599,2018,2.726200835,0.358374152,331,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,210,NA,6/28/18,152,NA,5/12/18,199,10/4/18,NA,NA,201,-54,54,54,fallow,fallow
conventional,11/28/18,0.003487769,NA,11,1.386421458,NA,-0.4075925,NA,0.317591818,83.40168676,0.000119203,-0.620401764,2018,2.914763625,0.338561956,332,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,211,NA,6/28/18,153,NA,5/12/18,200,10/4/18,NA,NA,202,-55,55,55,fallow,fallow
conventional,11/29/18,0.004915341,NA,11,1.343271458,NA,-0.165031371,NA,0.316172736,79.95858406,1.30E-05,-0.596094195,2018,3.082955217,0.326556522,333,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,212,NA,6/28/18,154,NA,5/12/18,201,10/4/18,NA,NA,203,-56,56,56,fallow,fallow
conventional,11/30/18,0.005465907,NA,11,1.264780417,NA,0.559400688,NA,0.314271337,86.9828398,2.33E-05,-1.924840991,2018,2.933237092,0.318984438,334,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,213,NA,6/28/18,155,NA,5/12/18,202,10/4/18,NA,NA,204,-57,57,57,fallow,fallow
conventional,12/1/18,0.008466594,NA,12,1.241058333,NA,0.563311271,NA,0.311857847,84.31788467,3.23E-05,-1.232446575,2018,2.761138137,0.315244239,335,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,214,NA,6/28/18,156,NA,5/12/18,203,10/4/18,NA,NA,205,-58,58,58,fallow,fallow
conventional,12/2/18,0.003436742,NA,12,1.297242917,NA,-0.244122833,NA,0.308902495,98.66388677,0.000664709,2.511197344,2018,3.339008268,0.357834075,336,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,215,NA,6/28/18,157,NA,5/12/18,204,10/4/18,NA,NA,206,-59,59,59,fallow,fallow
conventional,12/3/18,0.006850797,NA,12,1.30033875,NA,-0.259217315,NA,0.305381334,85.34099627,4.94E-05,4.259447829,2018,4.220256662,0.364678395,337,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,216,NA,6/28/18,158,NA,5/12/18,205,10/4/18,NA,NA,207,-60,60,60,fallow,fallow
conventional,12/4/18,0.006062576,NA,12,1.09658125,NA,0.069739723,NA,0.301336475,59.95947688,3.97E-06,-3.428848807,2018,2.491801675,0.345716707,338,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,217,NA,6/28/18,159,NA,5/12/18,206,10/4/18,NA,NA,208,-61,61,61,fallow,fallow
conventional,12/5/18,0.008287395,NA,12,1.010982083,NA,0.650405417,NA,0.29687761,64.74968784,4.83E-07,-5.081292375,2018,1.106948312,0.33178714,339,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,218,NA,6/28/18,160,NA,5/12/18,207,10/4/18,NA,NA,209,-62,62,62,fallow,fallow
conventional,12/6/18,0.007864784,NA,12,0.950499792,NA,0.233063529,NA,0.29212076,66.73129318,7.32E-06,-4.161130492,2018,0.503587262,0.322773309,340,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,219,NA,6/28/18,161,NA,5/12/18,208,10/4/18,NA,NA,210,-63,63,63,fallow,fallow
conventional,12/7/18,0.00856423,NA,12,0.862812083,NA,-0.092939348,NA,0.287181947,61.53193281,1.09E-05,-4.550429567,2018,0.490685558,0.315397953,341,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,220,NA,6/28/18,162,NA,5/12/18,209,10/4/18,NA,NA,211,-64,64,64,fallow,fallow
conventional,12/8/18,0.00569912,NA,12,0.720035625,NA,-0.010755152,NA,0.282177193,59.79762882,1.73E-06,-7.614082082,2018,0.008415159,0.309566165,342,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,221,NA,6/28/18,163,NA,5/12/18,210,10/4/18,NA,NA,212,-65,65,65,fallow,fallow
conventional,12/9/18,0.007496566,NA,12,0.70984875,NA,-0.017119317,NA,0.27722252,68.81372507,1.16E-06,-5.378114446,2018,-0.245616897,0.305321734,343,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,222,NA,6/28/18,164,NA,5/12/18,211,10/4/18,NA,NA,213,-66,66,66,fallow,fallow
conventional,12/10/18,0.006560496,NA,12,0.74325625,NA,0.066586273,NA,0.272433948,68.98444188,8.60E-07,-4.894939963,2018,-0.285397593,0.301853859,344,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,223,NA,6/28/18,165,NA,5/12/18,212,10/4/18,NA,NA,214,-67,67,67,fallow,fallow
conventional,12/11/18,0.008673716,NA,12,0.76531,NA,0.673462743,NA,0.2679275,64.31499402,9.50E-07,-5.19911979,2018,-0.48004125,0.299401337,345,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,224,NA,6/28/18,166,NA,5/12/18,213,10/4/18,NA,NA,215,-68,68,68,fallow,fallow
conventional,12/12/18,0.006638847,NA,12,0.794031875,NA,-0.174918013,NA,0.263819198,68.51268658,4.95E-06,-5.224909687,2018,-0.526443942,0.297024054,346,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,225,NA,6/28/18,167,NA,5/12/18,214,10/4/18,NA,NA,216,-69,69,69,fallow,fallow
conventional,12/13/18,0.009414297,NA,12,0.8278925,NA,-0.140364979,NA,0.260225063,66.04404535,3.40E-05,-5.29632082,2018,-0.707921092,0.294548588,347,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,226,NA,6/28/18,168,NA,5/12/18,215,10/4/18,NA,NA,217,-70,70,70,fallow,fallow
conventional,12/14/18,0.009081143,NA,12,1.014748958,NA,-0.284182875,NA,0.257261117,91.32160779,3.10E-06,1.331808662,2018,-0.368455156,0.297612995,348,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,227,NA,6/28/18,169,NA,5/12/18,216,10/4/18,NA,NA,218,-71,71,71,fallow,fallow
conventional,12/15/18,0.00522685,NA,12,1.115720417,NA,0.039109259,NA,0.255043382,90.4271386,2.18E-06,3.217589951,2018,0.501652733,0.316455148,349,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,228,NA,6/28/18,170,NA,5/12/18,217,10/4/18,NA,NA,219,-72,72,72,fallow,fallow
conventional,12/16/18,0.005016321,NA,12,1.1086225,NA,-0.228823604,NA,0.253687878,92.64929538,0.000544799,-0.525741482,2018,0.281113879,0.326103362,350,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,229,NA,6/28/18,171,NA,5/12/18,218,10/4/18,NA,NA,220,-73,73,73,fallow,fallow
conventional,12/17/18,0.004300999,NA,12,1.167232292,NA,-0.291933917,NA,0.253310629,85.23774342,9.45E-05,-0.312635962,2018,0.449679152,0.32965992,351,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,230,NA,6/28/18,172,NA,5/12/18,219,10/4/18,NA,NA,221,-74,74,74,fallow,fallow
conventional,12/18/18,0.004813541,NA,12,1.024971458,NA,-0.015987479,NA,0.254027655,57.12211981,4.68E-06,-7.156938775,2018,-0.004238907,0.32104554,352,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,231,NA,6/28/18,173,NA,5/12/18,220,10/4/18,NA,NA,222,-75,75,75,fallow,fallow
conventional,12/19/18,0.014959492,NA,12,1.11148,NA,0.489677063,NA,0.25593744,63.97132106,3.77E-08,-4.690019353,2018,-0.443885787,0.315983325,353,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,232,NA,6/28/18,174,NA,5/12/18,221,10/4/18,NA,NA,223,-76,76,76,fallow,fallow
conventional,12/20/18,0.015457916,NA,12,1.248018542,NA,0.420678285,NA,0.258939539,74.07870146,0.000157542,-0.265978718,2018,-0.29467454,0.318306061,354,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,233,NA,6/28/18,175,NA,5/12/18,222,10/4/18,NA,NA,224,-77,77,77,fallow,fallow
conventional,12/21/18,0.007981505,NA,12,1.4713775,NA,-1.367690438,NA,0.262730003,99.65050281,0.001502127,9.269106483,2018,2.235358334,0.379835212,355,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,234,NA,6/28/18,176,NA,5/12/18,223,10/4/18,NA,NA,225,-78,78,78,fallow,fallow
conventional,12/22/18,0.014264657,NA,12,1.302126458,NA,-0.593357917,NA,0.266985824,80.43039132,9.55E-05,2.364303366,2018,2.55317324,0.364927395,356,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,235,NA,6/28/18,177,NA,5/12/18,224,10/4/18,NA,NA,226,-79,79,79,fallow,fallow
conventional,12/23/18,0.004009477,NA,12,1.18039625,NA,0.620175958,NA,0.27138399,61.80010313,3.18E-07,-2.003457928,2018,0.66582125,0.340915428,357,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,236,NA,6/28/18,178,NA,5/12/18,225,10/4/18,NA,NA,227,-80,80,80,fallow,fallow
conventional,12/24/18,0.00447976,NA,12,1.17311125,NA,0.3765,NA,0.275601493,74.36933695,5.60E-05,-1.354182625,2018,0.226745224,0.327862658,358,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,237,NA,6/28/18,179,NA,5/12/18,226,10/4/18,NA,NA,228,-81,81,81,fallow,fallow
conventional,12/25/18,0.003555176,NA,12,1.12762,NA,0.134660108,NA,0.279315321,61.94435643,3.59E-06,-2.789804522,2018,0.081242339,0.318217553,359,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,238,NA,6/28/18,180,NA,5/12/18,227,10/4/18,NA,NA,229,-82,82,82,fallow,fallow
conventional,12/26/18,0.008352517,NA,12,1.130405208,NA,0.167449148,NA,0.282202465,66.35549751,4.38E-06,-3.382515176,2018,-0.299837097,0.310946149,360,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,239,NA,6/28/18,181,NA,5/12/18,228,10/4/18,NA,NA,230,-83,83,83,fallow,fallow
conventional,12/27/18,0.005514636,NA,12,1.181829792,NA,0.423875219,NA,0.283939914,59.04008717,3.76E-06,-2.136650308,2018,-0.37037077,0.305463957,361,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,240,NA,6/28/18,182,NA,5/12/18,229,10/4/18,NA,NA,231,-84,84,84,fallow,fallow
conventional,12/28/18,0.013239756,NA,12,1.35303875,NA,-0.406998113,NA,0.284204658,96.48781266,0.000503688,4.54234244,2018,0.794265445,0.334003087,362,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,241,NA,6/28/18,183,NA,5/12/18,230,10/4/18,NA,NA,232,-85,85,85,fallow,fallow
conventional,12/29/18,0.012697202,NA,12,1.317524167,NA,-0.264540352,NA,0.282673688,77.15163344,2.32E-05,2.47229681,2018,2.101884858,0.34358113,363,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,242,NA,6/28/18,184,NA,5/12/18,231,10/4/18,NA,NA,233,-86,86,86,fallow,fallow
conventional,12/30/18,0.005231648,NA,12,1.168424792,NA,0.576613625,NA,0.279023993,61.56141058,1.56E-05,-2.894008859,2018,0.359869496,0.330625312,364,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,243,NA,6/28/18,185,NA,5/12/18,232,10/4/18,NA,NA,234,-87,87,87,fallow,fallow
conventional,12/31/18,0.007732202,NA,12,1.198852292,NA,-0.015717292,NA,0.272932563,90.79069759,0.000559312,-0.551086807,2018,0.024831549,0.328478328,365,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,244,NA,6/28/18,186,NA,5/12/18,233,10/4/18,NA,NA,235,-88,88,88,fallow,fallow
conventional,1/1/19,0.010930034,NA,1,1.237114167,NA,-0.588309334,NA,0.264104403,83.17197084,0.000302141,2.373519993,2019,1.336047824,0.361749029,1,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,245,NA,6/28/18,187,NA,5/12/18,234,10/4/18,NA,NA,236,-89,89,89,fallow,fallow
conventional,1/2/19,0.005582762,NA,1,1.104500625,NA,0.488739042,NA,0.252562285,45.48608912,1.88E-06,-3.285341962,2019,0.220621999,0.340896863,2,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,246,NA,6/28/18,188,NA,5/12/18,235,10/4/18,NA,NA,237,-90,90,90,fallow,fallow
conventional,1/3/19,0.006408682,NA,1,1.209098958,NA,-0.070772521,NA,0.238654049,76.63033961,7.80E-05,-0.780496184,2019,0.095561282,0.329645558,3,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,247,NA,6/28/18,189,NA,5/12/18,236,10/4/18,NA,NA,238,-91,91,91,fallow,fallow
conventional,1/4/19,0.010709768,NA,1,1.278817292,NA,0.207403058,NA,0.222757985,75.07662967,6.53E-08,0.111589368,2019,0.043427801,0.322014544,4,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,248,NA,6/28/18,190,NA,5/12/18,237,10/4/18,NA,NA,239,-92,92,92,fallow,fallow
conventional,1/5/19,0.004789498,NA,1,1.341634375,NA,0.154443317,NA,0.205252386,96.57837679,0.000358784,0.566296196,2019,0.31731178,0.338497969,5,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,249,NA,6/28/18,191,NA,5/12/18,238,10/4/18,NA,NA,240,-93,93,93,fallow,fallow
conventional,1/6/19,0.010560594,NA,1,1.338593958,NA,-0.140414073,NA,0.186515543,71.59000318,4.35E-05,-1.379447047,2019,0.376252906,0.33600198,6,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,250,NA,6/28/18,192,NA,5/12/18,239,10/4/18,NA,NA,241,-94,94,94,fallow,fallow
conventional,1/7/19,0.012316901,NA,1,1.221152083,NA,0.391709521,NA,0.166925746,36.96159738,5.84E-06,-7.076512718,2019,-0.585416142,0.326051732,7,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,251,NA,6/28/18,193,NA,5/12/18,240,10/4/18,NA,NA,242,-95,95,95,fallow,fallow
conventional,1/8/19,0.013076004,NA,1,1.482910833,NA,-0.131299548,NA,0.146861289,85.46474044,0.000167988,-0.015391095,2019,-0.561077817,0.324156063,8,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,252,NA,6/28/18,194,NA,5/12/18,241,10/4/18,NA,NA,243,-96,96,96,fallow,fallow
conventional,1/9/19,0.005900527,NA,1,1.530699167,NA,-0.595198063,NA,0.126700461,83.38170888,0.000385859,-0.229790115,2019,-0.083524052,0.34257665,9,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,253,NA,6/28/18,195,NA,5/12/18,242,10/4/18,NA,NA,244,-97,97,97,fallow,fallow
conventional,1/10/19,0.011745216,NA,1,1.392827708,NA,-0.28037775,NA,0.106821555,64.71698142,3.16E-05,-5.0875995,2019,-0.36929423,0.330492869,10,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,254,NA,6/28/18,196,NA,5/12/18,243,10/4/18,NA,NA,245,-98,98,98,fallow,fallow
conventional,1/11/19,0.009615987,NA,1,1.084896042,NA,-0.196259229,NA,0.087602861,52.99102529,1.89E-06,-11.9566535,2019,-1.660943413,0.322978048,11,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,255,NA,6/28/18,197,NA,5/12/18,244,10/4/18,NA,NA,246,-99,99,99,fallow,fallow
conventional,1/12/19,0.011985609,NA,1,1.076392292,NA,0.0745707,NA,0.069422672,51.01361641,8.05E-10,-10.32554776,2019,-2.24301885,0.317485329,12,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,256,NA,6/28/18,198,NA,5/12/18,245,10/4/18,NA,NA,247,-100,100,100,fallow,fallow
conventional,1/13/19,0.011582943,NA,1,1.044046042,NA,0.249497271,NA,0.052659278,52.00390999,3.85E-08,-9.318913523,2019,-2.362127447,0.313111482,13,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,257,NA,6/28/18,199,NA,5/12/18,246,10/4/18,NA,NA,248,-101,101,101,fallow,fallow
conventional,1/14/19,0.014759655,NA,1,1.008595625,NA,0.166222335,NA,0.037690971,55.8734018,2.56E-07,-8.761128807,2019,-2.861736997,0.309685435,14,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,258,NA,6/28/18,200,NA,5/12/18,247,10/4/18,NA,NA,249,-102,102,102,fallow,fallow
conventional,1/15/19,0.012999763,NA,1,1.059611875,NA,0.111496296,NA,0.024896042,68.77348681,3.20E-07,-6.603724543,2019,-2.71329759,0.306886736,15,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,259,NA,6/28/18,201,NA,5/12/18,248,10/4/18,NA,NA,250,-103,103,103,fallow,fallow
conventional,1/16/19,0.011376187,NA,1,1.113118333,NA,-0.30324,NA,0.014652783,68.16673278,5.81E-06,-4.233937804,2019,-2.368978802,0.30446003,16,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,260,NA,6/28/18,202,NA,5/12/18,249,10/4/18,NA,NA,251,-104,104,104,fallow,fallow
conventional,1/17/19,0.010204004,NA,1,0.988572917,NA,0.271857833,NA,0.00731108,39.33529221,1.81E-06,-8.537601693,2019,-2.898093367,0.302263791,17,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,261,NA,6/28/18,203,NA,5/12/18,250,10/4/18,NA,NA,252,-105,105,105,fallow,fallow
conventional,1/18/19,0.01019532,NA,1,1.130299167,NA,0.075428083,NA,0.002898645,78.83389115,5.19E-05,-3.563048426,2019,-2.417692486,0.300508369,18,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,262,NA,6/28/18,204,NA,5/12/18,251,10/4/18,NA,NA,253,-106,106,106,fallow,fallow
conventional,1/19/19,0.00603247,NA,1,1.144824792,NA,0.150203042,NA,0.001113607,76.4920786,0.000190787,-5.187457625,2019,-2.312953695,0.298871412,19,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,263,NA,6/28/18,205,NA,5/12/18,252,10/4/18,NA,NA,254,-107,107,107,fallow,fallow
conventional,1/20/19,0.023832709,NA,1,1.105266458,NA,-0.349254942,NA,0.001623223,83.47730092,0.001381931,-8.006252511,2019,-2.106447522,0.325667895,20,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,264,NA,6/28/18,206,NA,5/12/18,253,10/4/18,NA,NA,255,-108,108,108,fallow,fallow
conventional,1/21/19,0.011160412,NA,1,0.663006667,NA,-0.85984375,NA,0.004094748,62.52748202,1.62E-05,-21.33592167,2019,-2.100996876,0.332544599,21,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,265,NA,6/28/18,207,NA,5/12/18,254,10/4/18,NA,NA,256,-109,109,109,fallow,fallow
conventional,1/22/19,0.023702784,NA,1,0.913548125,NA,-0.018686542,NA,0.008195439,62.38908502,4.48E-08,-15.40698646,2019,-2.099861209,0.325480148,22,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,266,NA,6/28/18,208,NA,5/12/18,255,10/4/18,NA,NA,257,-110,110,110,fallow,fallow
conventional,1/23/19,0.019049791,NA,1,1.296579792,NA,-0.334146979,NA,0.013592552,69.43931876,0.000182615,-2.484165255,2019,-1.985168759,0.324615855,23,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,267,NA,6/28/18,209,NA,5/12/18,256,10/4/18,NA,NA,258,-111,111,111,fallow,fallow
conventional,1/24/19,0.016676892,NA,1,1.420683542,NA,-0.727900817,NA,0.019953343,94.21794205,0.001810498,4.605503178,2019,-1.703478718,0.388014472,24,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,268,NA,6/28/18,210,NA,5/12/18,257,10/4/18,NA,NA,259,-112,112,112,fallow,fallow
conventional,1/25/19,0.010275323,NA,1,1.123946667,NA,-0.184792313,NA,0.026945068,68.43783681,8.12E-06,-5.260770226,2019,-1.689825598,0.360875356,25,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,269,NA,6/28/18,211,NA,5/12/18,258,10/4/18,NA,NA,260,-113,113,113,fallow,fallow
conventional,1/26/19,0.013066088,NA,1,0.935351875,NA,0.109619892,NA,0.034234983,62.14204528,5.88E-06,-10.51792167,2019,-2.141616567,0.345119666,26,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,270,NA,6/28/18,212,NA,5/12/18,259,10/4/18,NA,NA,261,-114,114,114,fallow,fallow
conventional,1/27/19,0.022845935,NA,1,1.0730225,NA,-0.305002646,NA,0.041490344,75.43369197,5.14E-05,-4.857487742,2019,-2.148580297,0.336124389,27,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,271,NA,6/28/18,213,NA,5/12/18,260,10/4/18,NA,NA,262,-115,115,115,fallow,fallow
conventional,1/28/19,0.010583863,NA,1,0.921240208,NA,0.083566563,NA,0.048378407,65.10856096,1.76E-07,-10.42354622,2019,-2.187699699,0.328860324,28,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,272,NA,6/28/18,214,NA,5/12/18,261,10/4/18,NA,NA,263,-116,116,116,fallow,fallow
conventional,1/29/19,0.020061065,NA,1,1.015761667,NA,-0.189423846,NA,0.054566428,79.79777176,0.000457665,-6.41614507,2019,-2.434621239,0.323006554,29,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,273,NA,6/28/18,215,NA,5/12/18,262,10/4/18,NA,NA,264,-117,117,117,fallow,fallow
conventional,1/30/19,0.022864549,NA,1,0.913227917,NA,-0.263871725,NA,0.059721664,66.18181525,8.13E-05,-9.972854996,2019,-1.975483561,0.318506355,30,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,274,NA,6/28/18,216,NA,5/12/18,263,10/4/18,NA,NA,265,-118,118,118,fallow,fallow
conventional,1/31/19,0.019863456,NA,1,0.620874792,NA,-0.212314042,NA,0.063511369,61.51832184,2.23E-07,-19.48438238,2019,-2.111740971,0.314340771,31,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,275,NA,6/28/18,217,NA,5/12/18,264,10/4/18,NA,NA,266,-119,119,119,fallow,fallow
conventional,2/1/19,0.019597829,NA,2,0.71020125,NA,-0.068574938,NA,0.065602802,64.71039095,1.09E-07,-17.06289075,2019,-2.182994827,0.310892267,32,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,276,NA,6/28/18,218,NA,5/12/18,265,10/4/18,NA,NA,267,-120,120,120,fallow,fallow
conventional,2/2/19,0.032474101,NA,2,0.92741375,NA,0.023252148,NA,0.065689247,66.55929816,4.60E-06,-9.999798997,2019,-2.18381896,0.308058552,33,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,277,NA,6/28/18,219,NA,5/12/18,266,10/4/18,NA,NA,268,-121,121,121,fallow,fallow
conventional,2/3/19,0.011126096,NA,2,1.218255,NA,0.270941521,NA,0.063759231,84.53087895,2.10E-06,-0.02462616,2019,-1.964926306,0.312135396,34,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,278,NA,6/28/18,220,NA,5/12/18,267,10/4/18,NA,NA,269,-122,122,122,fallow,fallow
conventional,2/4/19,0.009484426,NA,2,1.337646458,NA,-0.104225375,NA,0.060103308,85.95070446,4.48E-07,3.789397971,2019,-1.672337675,0.33452265,35,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,279,NA,6/28/18,221,NA,5/12/18,268,10/4/18,NA,NA,270,-123,123,123,fallow,fallow
conventional,2/5/19,0.012076308,NA,2,1.378733958,NA,-0.372428917,NA,0.055040324,84.29248736,7.52E-05,4.139115588,2019,-1.023497168,0.360296942,36,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,280,NA,6/28/18,222,NA,5/12/18,269,10/4/18,NA,NA,271,-124,124,124,fallow,fallow
conventional,2/6/19,0.010354733,NA,2,1.320877292,NA,0.169236978,NA,0.048889126,75.7209053,0.000441279,0.098300076,2019,-0.955815697,0.355063664,37,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,281,NA,6/28/18,223,NA,5/12/18,270,10/4/18,NA,NA,272,-125,125,125,fallow,fallow
conventional,2/7/19,0.004883544,NA,2,1.374500833,NA,0.044487979,NA,0.04196856,96.3898548,0.000143884,1.558942572,2019,-0.664660438,0.362318421,38,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,282,NA,6/28/18,224,NA,5/12/18,271,10/4/18,NA,NA,273,-126,126,126,fallow,fallow
conventional,2/8/19,0.013439549,NA,2,1.342249792,NA,-0.502643958,NA,0.034597472,77.84222068,0.000371156,1.495155907,2019,-0.16672856,0.368668894,39,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,283,NA,6/28/18,225,NA,5/12/18,272,10/4/18,NA,NA,274,-127,127,127,fallow,fallow
conventional,2/9/19,0.006285485,NA,2,1.109577083,NA,-0.064282746,NA,0.027094709,41.67174281,4.55E-06,-6.464221382,2019,-1.054036999,0.347483303,40,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,284,NA,6/28/18,226,NA,5/12/18,273,10/4/18,NA,NA,275,-128,128,128,fallow,fallow
conventional,2/10/19,0.008713037,NA,2,1.105950625,NA,0.02851455,NA,0.019779118,53.56089172,2.30E-06,-5.622094059,2019,-1.581489865,0.336167374,41,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,285,NA,6/28/18,227,NA,5/12/18,274,10/4/18,NA,NA,276,-129,129,129,fallow,fallow
conventional,2/11/19,0.007961628,NA,2,1.116795833,NA,0.183960294,NA,0.012969544,49.05785613,5.39E-06,-4.185864512,2019,-1.535940949,0.328557681,42,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,286,NA,6/28/18,228,NA,5/12/18,275,10/4/18,NA,NA,277,-130,130,130,fallow,fallow
conventional,2/12/19,0.006190595,NA,2,1.020919167,NA,-0.124857125,NA,0.006984835,54.92153084,0.000819548,-6.692709827,2019,-1.985008224,0.326322619,43,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,287,NA,6/28/18,229,NA,5/12/18,276,10/4/18,NA,NA,278,-131,131,131,fallow,fallow
conventional,2/13/19,0.009547454,NA,2,1.122703333,NA,-0.338124432,NA,0.002143836,76.41562901,0.000241681,-1.21040748,2019,-1.647335752,0.348476971,44,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,288,NA,6/28/18,230,NA,5/12/18,277,10/4/18,NA,NA,279,-132,132,132,fallow,fallow
conventional,2/14/19,0.008619036,NA,2,1.005753333,NA,-0.128483033,NA,-0.001234606,73.84094922,1.66E-05,-4.825572395,2019,-1.638274256,0.336359464,45,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,289,NA,6/28/18,231,NA,5/12/18,278,10/4/18,NA,NA,280,-133,133,133,fallow,fallow
conventional,2/15/19,0.009269834,NA,2,1.135310833,NA,-0.5403825,NA,-0.002831644,80.46683698,0.00012764,2.093924459,2019,-1.392293755,0.34300761,46,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,290,NA,6/28/18,232,NA,5/12/18,279,10/4/18,NA,NA,281,-134,134,134,fallow,fallow
conventional,2/16/19,0.006676877,NA,2,1.008670208,NA,-0.308620229,NA,-0.002328433,73.6113116,1.45E-06,-4.489686076,2019,-1.34935894,0.347879698,47,NA,5/10/18,10/4/18,0,fallow,NA,5/1/18,291,NA,6/28/18,233,NA,5/12/18,280,10/4/18,NA,NA,282,-135,135,135,fallow,fallow
