"Date Time, GMT-04:00","Temp, °F (LGR S/N: 20205284, SEN S/N: 20168088, LBL: Air Temperature)","RH, % (LGR S/N: 20205284, SEN S/N: 20168088)","PAR, µmol/m²/s (LGR S/N: 20205284, SEN S/N: 20189138)","Temp, °F (LGR S/N: 20205284, SEN S/N: 20245643, LBL: Soil Temperature)"
4/25/2020 10:48,55.992,30.4,1618.7,70.201
4/25/2020 10:48,55.992,30.4,1621.2,70.286
4/25/2020 10:48,55.992,30.4,1616.2,70.329
4/25/2020 10:48,55.992,30.5,1616.2,70.416
4/25/2020 10:48,55.992,30.5,1616.2,70.459
4/25/2020 10:48,55.992,30.5,1611.2,70.502
4/25/2020 10:48,55.992,30.5,1616.2,70.543
4/25/2020 10:48,55.992,30.6,1616.2,70.587
4/25/2020 10:48,55.992,30.6,1613.7,70.673
4/25/2020 10:48,55.992,30.7,1611.2,70.716
4/25/2020 10:48,55.992,30.8,1616.2,70.803
4/25/2020 10:48,55.992,30.9,1613.7,70.846
4/25/2020 10:48,55.992,31.1,1613.7,70.887
4/25/2020 10:48,55.992,31.2,1613.7,70.974
4/25/2020 10:48,55.992,31.2,1613.7,70.974
4/25/2020 10:48,56.035,31.4,1616.2,71.017
4/25/2020 10:48,56.035,31.4,1613.7,71.06
4/25/2020 10:48,56.035,31.4,1613.7,71.103
4/25/2020 10:48,56.035,31.4,1611.2,71.103
4/25/2020 10:48,56.035,31.3,1611.2,71.103
4/25/2020 10:48,56.035,31.3,1611.2,71.146
4/25/2020 10:48,56.035,31.2,1611.2,71.146
4/25/2020 10:48,56.035,31.1,1608.7,71.19
4/25/2020 10:48,56.035,30.9,1611.2,71.19
4/25/2020 10:48,56.035,30.9,1611.2,71.231
4/25/2020 10:48,56.035,30.7,1611.2,71.231
4/25/2020 10:48,56.035,30.6,1608.7,71.274
4/25/2020 10:48,56.035,30.5,1611.2,71.317
4/25/2020 10:48,56.035,30.5,1611.2,71.317
4/25/2020 10:48,56.035,30.4,1608.7,71.317
4/25/2020 10:48,55.992,30.3,1608.7,71.361
4/25/2020 10:48,55.992,30.2,1606.2,71.404
4/25/2020 10:48,55.992,30.1,1603.7,71.404
4/25/2020 10:48,55.992,30.1,1603.7,71.447
4/25/2020 10:48,55.992,30,1603.7,71.447
4/25/2020 10:48,55.949,29.9,1601.2,71.49
4/25/2020 10:48,55.949,29.8,1601.2,71.49
4/25/2020 10:48,55.949,29.7,1601.2,71.49
4/25/2020 10:48,55.949,29.6,1593.7,71.533
4/25/2020 10:48,55.906,29.6,1591.2,71.533
4/25/2020 10:48,55.906,29.5,1588.7,71.533
4/25/2020 10:48,55.906,29.5,1588.7,71.577
4/25/2020 10:48,55.906,29.5,1593.7,71.577
4/25/2020 10:48,55.863,29.6,1598.7,71.577
4/25/2020 10:48,55.863,29.7,1598.7,71.62
4/25/2020 10:48,55.819,29.9,1593.7,71.62
4/25/2020 10:48,55.819,30.1,1593.7,71.62
4/25/2020 10:48,55.819,30.3,1591.2,71.661
4/25/2020 10:48,55.819,30.5,1596.2,71.704
4/25/2020 10:48,55.776,30.6,1598.7,71.791
4/25/2020 10:48,55.776,30.8,1601.2,71.834
4/25/2020 10:48,55.776,31,1603.7,71.92
4/25/2020 10:48,55.776,31,1603.7,71.964
4/25/2020 10:48,55.776,31,1603.7,72.007
4/25/2020 10:48,55.776,31.1,1611.2,72.05
4/25/2020 10:49,55.776,31.1,1616.2,72.05
4/25/2020 10:49,55.776,31.1,1623.7,72.093
4/25/2020 10:49,55.733,31.2,1623.7,72.093
4/25/2020 10:49,55.733,31.2,1626.2,72.136
4/25/2020 10:49,55.776,31.3,1626.2,72.178
4/25/2020 10:49,55.733,31.3,1623.7,72.221
4/25/2020 10:49,55.733,31.4,1626.2,72.264
4/25/2020 10:49,55.733,31.5,1623.7,72.307
4/25/2020 10:49,55.776,31.5,1626.2,72.351
4/25/2020 10:49,55.733,31.5,1626.2,72.351
4/25/2020 10:49,55.733,31.4,1626.2,72.394
4/25/2020 10:49,55.733,31.3,1628.7,72.437
4/25/2020 10:49,55.776,31.3,1628.7,72.437
4/25/2020 10:49,55.733,31.2,1628.7,72.437
4/25/2020 10:49,55.733,31.1,1628.7,72.48
4/25/2020 10:49,55.733,31,1626.2,72.523
4/25/2020 10:49,55.776,31,1631.2,72.567
4/25/2020 10:49,55.733,30.9,1628.7,72.567
4/25/2020 10:49,55.733,30.9,1631.2,72.61
4/25/2020 10:49,55.776,30.9,1633.7,72.696
4/25/2020 10:49,55.776,31,1631.2,72.696
4/25/2020 10:49,55.776,31,1633.7,72.783
4/25/2020 10:49,55.776,31,1636.2,72.826
4/25/2020 10:49,55.776,31.1,1633.7,72.869
4/25/2020 10:49,55.776,31.2,1633.7,72.912
4/25/2020 10:49,55.776,31.2,1636.2,72.997
4/25/2020 10:49,55.776,31.2,1636.2,73.04
4/25/2020 10:49,55.776,31.2,1636.2,73.04
4/25/2020 10:49,55.776,31.2,1638.7,73.083
4/25/2020 10:49,55.776,31.2,1638.7,73.126
4/25/2020 10:49,55.776,31.3,1638.7,73.126
4/25/2020 10:49,55.776,31.3,1638.7,73.126
4/25/2020 10:49,55.776,31.4,1641.2,73.17
4/25/2020 10:49,55.776,31.5,1641.2,73.17
4/25/2020 10:49,55.776,31.5,1638.7,73.17
4/25/2020 10:49,55.776,31.7,1641.2,73.213
4/25/2020 10:49,55.819,31.8,1638.7,73.213
4/25/2020 10:49,55.819,31.9,1641.2,73.256
4/25/2020 10:49,55.819,32,1641.2,73.256
4/25/2020 10:49,55.819,32.2,1641.2,73.299
4/25/2020 10:49,55.819,32.2,1641.2,73.342
4/25/2020 10:49,55.819,32.3,1638.7,73.342
4/25/2020 10:49,55.819,32.2,1638.7,73.342
4/25/2020 10:49,55.819,32,1638.7,73.342
4/25/2020 10:49,55.819,31.9,1638.7,73.342
4/25/2020 10:49,55.819,31.7,1638.7,73.342
4/25/2020 10:49,55.819,31.6,1638.7,73.299
4/25/2020 10:49,55.819,31.5,1638.7,73.299
4/25/2020 10:49,55.819,31.5,1638.7,73.299
4/25/2020 10:49,55.819,31.5,1638.7,73.342
4/25/2020 10:49,55.819,31.5,1638.7,73.342
4/25/2020 10:49,55.819,31.5,1636.2,73.342
4/25/2020 10:49,55.776,31.5,1636.2,73.342
4/25/2020 10:49,55.776,31.5,1636.2,73.386
4/25/2020 10:49,55.776,31.5,1636.2,73.429
4/25/2020 10:49,55.776,31.5,1636.2,73.472
4/25/2020 10:49,55.776,31.4,1633.7,73.515
4/25/2020 10:49,55.776,31.3,1633.7,73.558
4/25/2020 10:49,55.776,31.1,1633.7,73.558
4/25/2020 10:49,55.776,31,1636.2,73.602
4/25/2020 10:50,55.733,30.8,1636.2,73.602
4/25/2020 10:50,55.733,30.7,1636.2,73.645
4/25/2020 10:50,55.733,30.5,1636.2,73.645
4/25/2020 10:50,55.733,30.5,1636.2,73.688
4/25/2020 10:50,55.733,30.4,1636.2,73.731
4/25/2020 10:50,55.69,30.3,1636.2,73.774
4/25/2020 10:50,55.69,30.2,1633.7,73.818
4/25/2020 10:50,55.69,30.1,1636.2,73.818
4/25/2020 10:50,55.69,30,1633.7,73.861
4/25/2020 10:50,55.647,29.9,1636.2,73.947
4/25/2020 10:50,55.647,29.9,1636.2,73.947
4/25/2020 10:50,55.647,29.7,1638.7,73.99
4/25/2020 10:50,55.602,29.7,1633.7,74.034
4/25/2020 10:50,55.602,29.6,1633.7,74.077
4/25/2020 10:50,55.602,29.6,1631.2,74.12
4/25/2020 10:50,55.602,29.5,1631.2,74.163
4/25/2020 10:50,55.558,29.5,1633.7,74.163
4/25/2020 10:50,55.558,29.4,1633.7,74.206
4/25/2020 10:50,55.558,29.4,1633.7,74.25
4/25/2020 10:50,55.558,29.4,1633.7,74.295
4/25/2020 10:50,55.515,29.4,1633.7,74.338
4/25/2020 10:50,55.515,29.3,1636.2,74.381
4/25/2020 10:50,55.515,29.4,1636.2,74.381
4/25/2020 10:50,55.472,29.3,1636.2,74.424
4/25/2020 10:50,55.472,29.3,1636.2,74.424
4/25/2020 10:50,55.472,29.2,1636.2,74.467
4/25/2020 10:50,55.472,29.2,1636.2,74.424
4/25/2020 10:50,55.429,29.2,1638.7,74.424
4/25/2020 10:50,55.429,29.3,1638.7,74.424
4/25/2020 10:50,55.429,29.3,1636.2,74.424
4/25/2020 10:50,55.386,29.4,1638.7,74.424
4/25/2020 10:50,55.386,29.4,1638.7,74.424
4/25/2020 10:50,55.386,29.5,1641.2,74.467
4/25/2020 10:50,55.342,29.6,1638.7,74.467
4/25/2020 10:50,55.342,29.6,1638.7,74.467
4/25/2020 10:50,55.342,29.8,1643.7,74.511
4/25/2020 10:50,55.342,29.8,1643.7,74.554
4/25/2020 10:50,55.342,30,1641.2,74.597
4/25/2020 10:50,55.342,30.3,1641.2,74.597
4/25/2020 10:50,55.299,30.5,1641.2,74.64
4/25/2020 10:50,55.299,30.5,1641.2,74.64
4/25/2020 10:50,55.299,30.8,1641.2,74.64
4/25/2020 10:50,55.299,31,1643.7,74.64
4/25/2020 10:50,55.299,31.2,1643.7,74.64
4/25/2020 10:50,55.299,31.3,1643.7,74.64
4/25/2020 10:50,55.299,31.3,1643.7,74.64
4/25/2020 10:50,55.299,31.4,1646.2,74.597
4/25/2020 10:50,55.299,31.3,1646.2,74.597
4/25/2020 10:50,55.299,31.3,1643.7,74.597
4/25/2020 10:50,55.299,31.3,1643.7,74.554
4/25/2020 10:50,55.299,31.2,1646.2,74.554
4/25/2020 10:50,55.299,31.2,1643.7,74.554
4/25/2020 10:50,55.299,31.2,1641.2,74.511
4/25/2020 10:50,55.299,31.1,1643.7,74.511
4/25/2020 10:50,55.299,31.1,1643.7,74.511
4/25/2020 10:50,55.299,31,1643.7,74.467
4/25/2020 10:50,55.299,30.9,1643.7,74.467
4/25/2020 10:50,55.299,30.8,1643.7,74.424
4/25/2020 10:50,55.299,30.8,1643.7,74.424
4/25/2020 10:50,55.299,30.7,1643.7,74.381
4/25/2020 10:51,55.299,30.6,1643.7,74.381
4/25/2020 10:51,55.299,30.5,1643.7,74.338
4/25/2020 10:51,55.299,30.4,1643.7,74.295
4/25/2020 10:51,55.299,30.5,1646.2,74.295
4/25/2020 10:51,55.299,30.4,1643.7,74.25
4/25/2020 10:51,55.299,30.4,1646.2,74.25
4/25/2020 10:51,55.299,30.4,1646.2,74.25
4/25/2020 10:51,55.299,30.4,1648.7,74.25
4/25/2020 10:51,55.299,30.5,1646.2,74.25
4/25/2020 10:51,55.299,30.5,1648.7,74.25
4/25/2020 10:51,55.299,30.5,1646.2,74.25
4/25/2020 10:51,55.299,30.5,1646.2,74.295
4/25/2020 10:51,55.299,30.6,1643.7,74.295
4/25/2020 10:51,55.299,30.6,1646.2,74.338
4/25/2020 10:51,55.299,30.7,1646.2,74.338
4/25/2020 10:51,55.299,30.8,1643.7,74.338
4/25/2020 10:51,55.299,31,1643.7,74.381
4/25/2020 10:51,55.299,31.2,1643.7,74.381
4/25/2020 10:51,55.299,31.3,1643.7,74.424
4/25/2020 10:51,55.299,31.4,1646.2,74.424
4/25/2020 10:51,55.299,31.5,1643.7,74.467
4/25/2020 10:51,55.299,31.5,1646.2,74.467
4/25/2020 10:51,55.299,31.5,1643.7,74.467
4/25/2020 10:51,55.342,31.6,1646.2,74.424
4/25/2020 10:51,55.342,31.7,1646.2,74.424
4/25/2020 10:51,55.342,31.8,1648.7,74.424
4/25/2020 10:51,55.342,31.9,1646.2,74.424
4/25/2020 10:51,55.342,32,1646.2,74.424
4/25/2020 10:51,55.342,32.1,1646.2,74.424
4/25/2020 10:51,55.342,32.2,1646.2,74.381
4/25/2020 10:51,55.342,32.3,1643.7,74.381
4/25/2020 10:51,55.342,32.3,1643.7,74.338
4/25/2020 10:51,55.386,32.3,1643.7,74.338
4/25/2020 10:51,55.386,32.4,1643.7,74.338
4/25/2020 10:51,55.386,32.4,1643.7,74.295
4/25/2020 10:51,55.386,32.4,1643.7,74.295
4/25/2020 10:51,55.386,32.4,1643.7,74.295
4/25/2020 10:51,55.386,32.3,1643.7,74.295
4/25/2020 10:51,55.386,32.3,1643.7,74.295
4/25/2020 10:51,55.386,32.4,1643.7,74.295
4/25/2020 10:51,55.386,32.4,1641.2,74.295
4/25/2020 10:51,55.386,32.4,1643.7,74.295
4/25/2020 10:51,55.386,32.5,1648.7,74.295
4/25/2020 10:51,55.386,32.5,1643.7,74.295
4/25/2020 10:51,55.386,32.5,1643.7,74.295
4/25/2020 10:51,55.386,32.5,1643.7,74.295
4/25/2020 10:51,55.386,32.6,1643.7,74.25
4/25/2020 10:51,55.386,32.5,1643.7,74.25
4/25/2020 10:51,55.386,32.4,1643.7,74.25
4/25/2020 10:51,55.386,32.3,1641.2,74.206
4/25/2020 10:51,55.386,32.2,1643.7,74.206
4/25/2020 10:51,55.386,32.1,1643.7,74.206
4/25/2020 10:51,55.386,32,1643.7,74.163
4/25/2020 10:51,55.386,31.8,1643.7,74.163
4/25/2020 10:51,55.386,31.7,1646.2,74.163
4/25/2020 10:51,55.386,31.5,1643.7,74.206
4/25/2020 10:51,55.386,31.5,1643.7,74.206
4/25/2020 10:51,55.386,31.5,1643.7,74.206
4/25/2020 10:51,55.342,31.5,1643.7,74.206
4/25/2020 10:51,55.342,31.5,1643.7,74.206
4/25/2020 10:52,55.342,31.6,1641.2,74.206
4/25/2020 10:52,55.342,31.6,1643.7,74.25
4/25/2020 10:52,55.342,31.5,1643.7,74.25
4/25/2020 10:52,55.342,31.5,1643.7,74.25
4/25/2020 10:52,55.342,31.4,1641.2,74.25
4/25/2020 10:52,55.342,31.2,1643.7,74.206
4/25/2020 10:52,55.299,31,1641.2,74.206
4/25/2020 10:52,55.299,31,1641.2,74.163
4/25/2020 10:52,55.299,30.9,1641.2,74.163
4/25/2020 10:52,55.299,30.9,1638.7,74.163
4/25/2020 10:52,55.299,30.9,1638.7,74.163
4/25/2020 10:52,55.256,30.9,1638.7,74.163
4/25/2020 10:52,55.256,31,1643.7,74.12
4/25/2020 10:52,55.256,31,1641.2,74.163
4/25/2020 10:52,55.256,31.2,1641.2,74.163
4/25/2020 10:52,55.256,31.3,1641.2,74.163
4/25/2020 10:52,55.256,31.4,1638.7,74.206
4/25/2020 10:52,55.213,31.5,1638.7,74.206
4/25/2020 10:52,55.213,31.5,1638.7,74.206
4/25/2020 10:52,55.213,31.5,1638.7,74.25
4/25/2020 10:52,55.213,31.5,1636.2,74.25
4/25/2020 10:52,55.213,31.5,1636.2,74.295
4/25/2020 10:52,55.213,31.5,1641.2,74.295
4/25/2020 10:52,55.213,31.5,1641.2,74.338
4/25/2020 10:52,55.213,31.5,1641.2,74.338
4/25/2020 10:52,55.213,31.6,1643.7,74.381
4/25/2020 10:52,55.168,31.7,1643.7,74.424
4/25/2020 10:52,55.168,31.8,1641.2,74.424
4/25/2020 10:52,55.168,31.8,1641.2,74.424
4/25/2020 10:52,55.168,32,1638.7,74.467
4/25/2020 10:52,55.168,32.1,1641.2,74.511
4/25/2020 10:52,55.168,32.2,1638.7,74.511
4/25/2020 10:52,55.168,32.3,1641.2,74.511
4/25/2020 10:52,55.168,32.4,1641.2,74.467
4/25/2020 10:52,55.168,32.5,1641.2,74.467
4/25/2020 10:52,55.168,32.4,1643.7,74.467
4/25/2020 10:52,55.168,32.3,1643.7,74.467
4/25/2020 10:52,55.168,32.3,1643.7,74.467
4/25/2020 10:52,55.168,32.1,1641.2,74.424
4/25/2020 10:52,55.168,32,1643.7,74.424
4/25/2020 10:52,55.168,31.9,1643.7,74.424
4/25/2020 10:52,55.168,31.8,1643.7,74.424
4/25/2020 10:52,55.168,31.8,1643.7,74.467
4/25/2020 10:52,55.168,31.7,1643.7,74.467
4/25/2020 10:52,55.168,31.7,1643.7,74.467
4/25/2020 10:52,55.168,31.7,1643.7,74.424
4/25/2020 10:52,55.168,31.7,1643.7,74.424
4/25/2020 10:52,55.168,31.8,1643.7,74.424
4/25/2020 10:52,55.168,31.8,1643.7,74.424
4/25/2020 10:52,55.168,31.8,1643.7,74.424
4/25/2020 10:52,55.168,31.8,1646.2,74.381
4/25/2020 10:52,55.213,31.8,1646.2,74.338
4/25/2020 10:52,55.168,31.8,1646.2,74.338
4/25/2020 10:52,55.213,31.7,1646.2,74.295
4/25/2020 10:52,55.213,31.7,1646.2,74.295
4/25/2020 10:52,55.213,31.7,1646.2,74.295
4/25/2020 10:52,55.213,31.7,1648.7,74.295
4/25/2020 10:52,55.213,31.8,1648.7,74.295
4/25/2020 10:52,55.213,31.8,1648.7,74.295
4/25/2020 10:52,55.213,31.9,1648.7,74.295
4/25/2020 10:53,55.213,32,1648.7,74.338
4/25/2020 10:53,55.213,32,1648.7,74.338
4/25/2020 10:53,55.213,32.2,1648.7,74.338
4/25/2020 10:53,55.256,32.3,1648.7,74.338
4/25/2020 10:53,55.213,32.3,1648.7,74.381
4/25/2020 10:53,55.256,32.5,1653.7,74.424
4/25/2020 10:53,55.256,32.5,1648.7,74.467
4/25/2020 10:53,55.256,32.6,1653.7,74.511
4/25/2020 10:53,55.299,32.8,1653.7,74.554
4/25/2020 10:53,55.299,32.9,1656.2,74.64
4/25/2020 10:53,55.299,33,1653.7,74.683
4/25/2020 10:53,55.299,33.1,1653.7,74.77
4/25/2020 10:53,55.299,33.2,1651.2,74.813
4/25/2020 10:53,55.342,33.3,1653.7,74.856
4/25/2020 10:53,55.342,33.3,1653.7,74.899
4/25/2020 10:53,55.342,33.3,1651.2,74.899
4/25/2020 10:53,55.386,33.3,1653.7,74.899
4/25/2020 10:53,55.386,33.3,1651.2,74.899
4/25/2020 10:53,55.386,33.3,1653.7,74.899
4/25/2020 10:53,55.429,33.3,1651.2,74.899
4/25/2020 10:53,55.429,33.3,1653.7,74.856
4/25/2020 10:53,55.429,33.2,1651.2,74.856
4/25/2020 10:53,55.472,33,1651.2,74.899
4/25/2020 10:53,55.472,32.9,1651.2,74.899
4/25/2020 10:53,55.472,32.8,1648.7,74.899
4/25/2020 10:53,55.472,32.5,1651.2,74.943
4/25/2020 10:53,55.472,32.5,1648.7,74.943
4/25/2020 10:53,55.515,32.3,1648.7,74.986
4/25/2020 10:53,55.515,32.1,1653.7,75.029
4/25/2020 10:53,55.515,31.9,1651.2,75.074
4/25/2020 10:53,55.515,31.8,1648.7,75.117
4/25/2020 10:53,55.515,31.6,1648.7,75.16
4/25/2020 10:53,55.515,31.5,1651.2,75.247
4/25/2020 10:53,55.515,31.4,1648.7,75.29
4/25/2020 10:53,55.558,31.3,1646.2,75.333
4/25/2020 10:53,55.515,31.2,1646.2,75.376
4/25/2020 10:53,55.558,31.1,1651.2,75.42
4/25/2020 10:53,55.558,31,1646.2,75.463
4/25/2020 10:53,55.558,31,1646.2,75.508
4/25/2020 10:53,55.558,31,1648.7,75.508
4/25/2020 10:53,55.558,31,1648.7,75.551
4/25/2020 10:53,55.558,31,1646.2,75.551
4/25/2020 10:53,55.558,30.9,1648.7,75.551
4/25/2020 10:53,55.558,30.8,1648.7,75.551
4/25/2020 10:53,55.558,30.8,1646.2,75.551
4/25/2020 10:53,55.558,30.8,1646.2,75.508
4/25/2020 10:53,55.558,30.8,1646.2,75.508
4/25/2020 10:53,55.558,30.8,1646.2,75.551
4/25/2020 10:53,55.558,30.7,1648.7,75.551
4/25/2020 10:53,55.558,30.6,1648.7,75.551
4/25/2020 10:53,55.558,30.5,1648.7,75.551
4/25/2020 10:53,55.515,30.5,1648.7,75.551
4/25/2020 10:53,55.515,30.4,1648.7,75.551
4/25/2020 10:53,55.515,30.4,1646.2,75.508
4/25/2020 10:53,55.515,30.4,1648.7,75.508
4/25/2020 10:53,55.515,30.4,1651.2,75.463
4/25/2020 10:53,55.515,30.5,1651.2,75.463
4/25/2020 10:53,55.472,30.5,1651.2,75.463
4/25/2020 10:53,55.472,30.4,1651.2,75.463
4/25/2020 10:53,55.472,30.4,1651.2,75.463
4/25/2020 10:54,55.472,30.4,1653.7,75.463
4/25/2020 10:54,55.472,30.4,1653.7,75.463
4/25/2020 10:54,55.429,30.4,1653.7,75.463
4/25/2020 10:54,55.429,30.4,1653.7,75.508
4/25/2020 10:54,55.429,30.3,1653.7,75.508
4/25/2020 10:54,55.429,30.3,1653.7,75.551
4/25/2020 10:54,55.429,30.2,1651.2,75.551
4/25/2020 10:54,55.429,30.1,1651.2,75.594
4/25/2020 10:54,55.386,30.1,1651.2,75.594
4/25/2020 10:54,55.386,30,1651.2,75.637
4/25/2020 10:54,55.386,30,1651.2,75.681
4/25/2020 10:54,55.386,30.1,1651.2,75.724
4/25/2020 10:54,55.386,30.2,1656.2,75.724
4/25/2020 10:54,55.342,30.3,1653.7,75.767
4/25/2020 10:54,55.342,30.3,1651.2,75.81
4/25/2020 10:54,55.342,30.4,1651.2,75.853
4/25/2020 10:54,55.342,30.5,1651.2,75.898
4/25/2020 10:54,55.342,30.7,1656.2,75.942
4/25/2020 10:54,55.342,30.9,1651.2,75.985
4/25/2020 10:54,55.342,31,1648.7,76.028
4/25/2020 10:54,55.342,31.2,1653.7,76.071
4/25/2020 10:54,55.342,31.3,1648.7,76.071
4/25/2020 10:54,55.342,31.3,1648.7,76.071
4/25/2020 10:54,55.342,31.3,1648.7,76.071
4/25/2020 10:54,55.342,31.2,1651.2,76.028
4/25/2020 10:54,55.342,31,1651.2,75.985
4/25/2020 10:54,55.342,30.9,1653.7,75.985
4/25/2020 10:54,55.342,30.7,1648.7,75.942
4/25/2020 10:54,55.299,30.5,1651.2,75.942
4/25/2020 10:54,55.299,30.4,1651.2,75.942
4/25/2020 10:54,55.299,30.3,1651.2,75.898
4/25/2020 10:54,55.299,30.2,1653.7,75.942
4/25/2020 10:54,55.256,30,1651.2,75.942
4/25/2020 10:54,55.256,30,1648.7,75.942
4/25/2020 10:54,55.256,29.9,1651.2,75.942
4/25/2020 10:54,55.256,29.9,1646.2,75.942
4/25/2020 10:54,55.213,29.8,1646.2,75.898
4/25/2020 10:54,55.213,29.8,1646.2,75.898
4/25/2020 10:54,55.213,29.8,1648.7,75.853
4/25/2020 10:54,55.168,29.8,1648.7,75.853
4/25/2020 10:54,55.168,29.9,1646.2,75.853
4/25/2020 10:54,55.168,30,1648.7,75.853
4/25/2020 10:54,55.168,30.3,1643.7,75.853
4/25/2020 10:54,55.125,30.4,1646.2,75.898
4/25/2020 10:54,55.125,30.6,1646.2,75.898
4/25/2020 10:54,55.125,30.9,1646.2,75.898
4/25/2020 10:54,55.125,31,1643.7,75.898
4/25/2020 10:54,55.125,31.2,1643.7,75.853
4/25/2020 10:54,55.125,31.3,1643.7,75.853
4/25/2020 10:54,55.081,31.3,1641.2,75.853
4/25/2020 10:54,55.081,31.4,1641.2,75.853
4/25/2020 10:54,55.081,31.4,1643.7,75.898
4/25/2020 10:54,55.081,31.5,1641.2,75.898
4/25/2020 10:54,55.081,31.5,1646.2,75.898
4/25/2020 10:54,55.081,31.5,1643.7,75.942
4/25/2020 10:54,55.081,31.6,1646.2,75.985
4/25/2020 10:54,55.081,31.7,1646.2,76.028
4/25/2020 10:54,55.081,31.8,1648.7,76.071
4/25/2020 10:54,55.081,31.8,1648.7,76.114
4/25/2020 10:54,55.081,31.9,1651.2,76.203
4/25/2020 10:55,55.081,32,1653.7,76.203
4/25/2020 10:55,55.081,32,1651.2,76.246
4/25/2020 10:55,55.081,32,1651.2,76.289
4/25/2020 10:55,55.081,32,1651.2,76.332
4/25/2020 10:55,55.081,32,1651.2,76.375
4/25/2020 10:55,55.081,32,1651.2,76.375
4/25/2020 10:55,55.081,32,1651.2,76.419
4/25/2020 10:55,55.125,32,1653.7,76.419
4/25/2020 10:55,55.125,32,1653.7,76.419
4/25/2020 10:55,55.125,31.9,1656.2,76.419
4/25/2020 10:55,55.125,31.9,1656.2,76.464
4/25/2020 10:55,55.125,32,1656.2,76.464
4/25/2020 10:55,55.125,32,1656.2,76.464
4/25/2020 10:55,55.125,32,1656.2,76.464
4/25/2020 10:55,55.168,32.1,1658.7,76.464
4/25/2020 10:55,55.168,32.2,1658.7,76.419
4/25/2020 10:55,55.168,32.3,1656.2,76.419
4/25/2020 10:55,55.168,32.4,1656.2,76.464
4/25/2020 10:55,55.213,32.6,1656.2,76.464
4/25/2020 10:55,55.213,32.6,1658.7,76.507
4/25/2020 10:55,55.213,32.7,1658.7,76.55
4/25/2020 10:55,55.213,32.8,1658.7,76.593
4/25/2020 10:55,55.256,32.9,1658.7,76.636
4/25/2020 10:55,55.256,33,1658.7,76.681
4/25/2020 10:55,55.256,33,1663.7,76.725
4/25/2020 10:55,55.256,33,1661.2,76.725
4/25/2020 10:55,55.256,33,1661.2,76.725
4/25/2020 10:55,55.299,33,1661.2,76.725
4/25/2020 10:55,55.299,32.9,1661.2,76.725
4/25/2020 10:55,55.342,32.8,1661.2,76.681
4/25/2020 10:55,55.342,32.8,1661.2,76.681
4/25/2020 10:55,55.342,32.7,1658.7,76.725
4/25/2020 10:55,55.342,32.5,1658.7,76.681
4/25/2020 10:55,55.342,32.5,1661.2,76.681
