management,date,Reco_se,NEE_se,Reco_gf_se,NEE_gf_se,month,NEE,NEE_gapfilled,Reco_gapfilled,GPP_gapfilled,air_temperature,air_pressure,RH,VPD,ndvi_era5,RH_era5,precip_era5,airt_era5,year,Reco,GPP,soilt_avg_era5,vwc_avg_era5,doy,current_crop,current_plant_date,current_harvest_date,in_season,crop_type,tillage_event,last_tillage,days_since_tillage,fertilizer_event,last_fertilizer,days_since_fertilizer,herbicide_event,last_herbicide,days_since_herbicide,last_harvest,last_harvest_same_crop,days_since_planting,days_to_harvest,days_since_season_end_harvest,days_since_last_harvest,days_since_last_harvest_same_crop,air_temp_smooth_7,air_temp_smooth_10,ndvi_smooth,soil_temp_smooth,ndvi_slope,crop_stage,crop_stage_simple
conventional,2018-05-10,0.01784175858531533,0.36393863756901007,0.016791848426342147,0.2669727343473005,5,2.1610032790697677,2.1597613877655215,3.517705625,1.3842430624999997,16.332083333333358,100629.85416666667,66.24120833333333,655.0945354166666,0.45996981911033014,75.50429960452753,3.696635418837207e-5,14.660942649841337,2018,3.5134941860465116,1.3524952790697673,13.642764186859154,0.2846731096506119,130,corn,2018-05-10,NA,1,annual,NA,2018-05-01,9,NA,2018-03-20,51,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,14.793279084705196,15.269370126724267,0.4765011603193567,13.390050256819974,-0.004433269641074869,emergence,early
conventional,2018-05-11,0.013029576588886661,0.5245411070109908,0.012807278540756835,0.3985879428993582,5,1.0922006097560977,1.5870461241479874,3.280262291666667,1.816142291666667,14.787276595744702,100956.31914893616,48.643225531914894,901.6439446808511,0.4513291111331613,58.38313092119231,2.453859859012178e-7,11.70649792353314,2018,3.281998292682927,2.1897958536585365,12.56813805898033,0.27735707536339765,131,corn,2018-05-10,NA,1,annual,NA,2018-05-01,10,NA,2018-03-20,52,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,13.646800363631499,15.297177505493186,0.4714578235026865,12.874399927684262,-0.005682945120953561,emergence,early
conventional,2018-05-12,0.010183663926768702,0.24258927309864253,0.00717706195788848,0.0717557782322353,5,1.9978626666666666,1.7736022316540994,3.0097729166666665,1.1495137708333334,9.20510416666669,101454.02083333333,74.7249475,312.26033,0.4420048925871935,83.85577125861457,2.8331648112119403e-4,7.390517965952579,2018,3.0154760606060607,1.0176163939393938,9.299786106745424,0.28776882837216067,132,corn,2018-05-10,NA,1,annual,NA,2018-05-01,11,NA,2018-03-20,53,1,2018-05-12,0,NA,NA,2,NA,NA,NA,NA,12.674357759384906,14.240436315536522,0.4652705853428405,12.183813837596372,-0.006858939689980786,emergence,early
conventional,2018-05-13,0.02113719074388986,0.06694731056852657,0.02080249982791464,0.07940919076800342,5,1.9942921739130435,1.723489068126694,3.0211127083333333,1.043443125,11.072062500000024,101445.27083333333,84.89939375,219.46503541666667,0.4322903552367782,79.14586748670968,3.5831471478786636e-7,10.24349476496381,2018,3.014769130434783,1.0204776086956522,9.44456094106041,0.2922756361464659,133,corn,2018-05-10,NA,1,annual,NA,2018-05-01,12,NA,2018-03-20,54,NA,2018-05-12,1,NA,NA,3,NA,NA,NA,NA,12.3740633374169,13.28934642473859,0.4580515292016756,11.768486663273427,-0.007884941075331426,emergence,early
conventional,2018-05-14,0.019328572862105948,0.18963863059034752,0.018529221091276585,0.17243121070987064,5,1.8798223519565218,1.8953130644184928,3.0684383333333334,1.1088525208333333,17.16481250000002,100852.35416666667,72.8904625,668.5604416666666,0.4224786908462669,79.95582257095812,1.588326995261013e-6,14.30390812555951,2018,3.0694215217391303,1.1896000217391305,12.074833726882957,0.2813325275977453,134,corn,2018-05-10,NA,1,annual,NA,2018-05-01,13,NA,2018-03-20,55,NA,2018-05-12,2,NA,NA,4,NA,NA,NA,NA,12.564031083243258,12.74655234018964,0.449964330152145,11.8018737792969,-0.008690951614653032,emergence,early
conventional,2018-05-15,0.025629730699066405,0.26033664336121104,0.018073639140524934,0.15930408077666705,5,2.32642068,2.755875919061006,3.1056725,0.39859779166666665,20.75856666666669,100419.41666666667,78.18421,670.1631933333333,0.41286309118001124,89.14001556289955,8.707756278454324e-4,17.22587579091392,2018,3.1193652,0.79294016,14.542846457163517,0.29992999012271565,135,corn,2018-05-10,NA,1,annual,NA,2018-05-01,14,NA,2018-03-20,56,NA,2018-05-12,3,NA,NA,5,NA,NA,NA,NA,13.033700311751616,13.049378299713158,0.44122425497829854,12.163973063514371,-0.009226186183840007,emergence,early
conventional,2018-05-16,NA,NA,0.01265777396083451,0.2132350071775571,5,NA,2.1532128405394095,3.0149272916666665,0.8617151250000001,NA,NA,NA,NA,0.40373674800236276,82.75179795419558,9.505744003490692e-6,14.103847281138124,2018,NA,NA,13.387028948465998,0.32354929173986113,136,corn,2018-05-10,NA,1,annual,NA,2018-05-01,15,NA,2018-03-20,57,NA,2018-05-12,4,NA,NA,6,NA,NA,NA,NA,12.805012071700347,13.225207455952985,0.4320961011565863,12.137136918022541,-0.009469909106111713,emergence,early
conventional,2018-05-17,NA,NA,0.01618026333761625,0.19811965875568546,5,NA,2.081749614701152,3.0994435416666666,1.0176941666666668,NA,NA,NA,NA,0.39539285307767297,83.37067856034504,1.863797294276992e-6,16.51846243540448,2018,NA,NA,14.329140281677267,0.30930048227310186,137,corn,2018-05-10,NA,1,annual,NA,2018-05-01,16,NA,2018-03-20,58,NA,2018-05-12,5,NA,NA,7,NA,NA,NA,NA,13.07037204106651,13.579640309015932,0.4228708202947781,12.2351906458537,-0.009420440264031875,emergence,early
conventional,2018-05-18,NA,NA,0.013259345556673418,0.22669650551434828,5,NA,1.0572854992796186,3.003485208333333,1.9462031041666668,NA,NA,NA,NA,0.3881245981702933,59.12163583569975,1.8129741855924915e-8,13.3351654370626,2018,NA,NA,13.696564531326313,0.2955330784122149,138,corn,2018-05-10,NA,1,annual,NA,2018-05-01,17,NA,2018-03-20,59,NA,2018-05-12,6,NA,NA,8,NA,NA,NA,NA,13.303038828713575,13.519337733586651,0.41384160415722554,12.396394427617413,-0.009077779657600512,emergence,early
conventional,2018-05-19,NA,NA,0.009097815613237957,0.11006230270360522,5,NA,1.9825132551975346,2.8824029166666665,0.8998858958333332,NA,NA,NA,NA,0.38222517504457554,83.3300403536624,5.401600174081956e-4,9.303608989715599,2018,NA,NA,10.751669343312598,0.310011837631464,139,corn,2018-05-10,NA,1,annual,NA,2018-05-01,18,NA,2018-03-20,60,NA,2018-05-12,7,NA,NA,9,NA,NA,NA,NA,13.576337546394006,12.87923213640851,0.40530164450828016,12.60380631855558,-0.0084419272868176045,emergence,early
conventional,2018-05-20,NA,NA,0.013961271866212746,0.19444739741381847,5,NA,2.65338511554311,3.188123958333333,0.5347442291666664,NA,NA,NA,NA,0.3779877754648711,89.15714722538301,2.2924833829144424e-4,16.795337136586525,2018,NA,NA,13.916555579503397,0.33392541855573654,140,corn,2018-05-10,NA,1,annual,NA,2018-05-01,19,NA,2018-03-20,61,NA,2018-05-12,8,NA,NA,10,NA,NA,NA,NA,14.512315028054394,13.092671585083028,0.3975441331122934,13.242662695476007,-0.007512883151683146,emergence,early
conventional,2018-05-21,NA,NA,0.02056937513452805,0.20810989636291452,5,NA,1.2070064271730423,3.1910458333333334,1.9840385208333333,NA,NA,NA,NA,0.37570559119553143,66.05090797024411,5.333508331280732e-8,15.513008371988946,2018,NA,NA,14.399397865931215,0.3169755687316259,141,corn,2018-05-10,NA,1,annual,NA,2018-05-01,20,NA,2018-03-20,62,NA,2018-05-12,9,NA,NA,11,NA,NA,NA,NA,14.68504363468717,13.47332262992861,0.39086226173361693,13.574743286768616,-0.006290647252197122,vegetative_early,vegetative
conventional,2018-05-22,NA,NA,0.007122844029537079,0.11753434521712053,5,NA,2.209737284681604,3.1699672916666666,0.9602283333333335,NA,NA,NA,NA,0.37567181400090827,83.3030829591731,1.5560338892346964e-4,13.42035509745282,2018,NA,NA,12.941139554977436,0.30999226247270906,142,corn,2018-05-10,NA,1,annual,NA,2018-05-01,21,NA,2018-03-20,63,NA,2018-05-12,10,NA,NA,12,NA,NA,NA,NA,14.141397821335584,14.076306343078633,0.3855492221366022,13.345928015027747,-0.004775219588359573,vegetative_early,vegetative
conventional,2018-05-23,NA,NA,0.017960931387752864,0.22803319531789967,5,NA,2.0162579014098476,3.287982291666667,1.2717231458333333,NA,NA,NA,NA,0.378179635645353,74.61037122457056,1.803252743807585e-5,16.81135520935061,2018,NA,NA,14.432573493321755,0.3048485231896242,143,corn,2018-05-10,NA,1,annual,NA,2018-05-01,22,NA,2018-03-20,64,NA,2018-05-12,11,NA,NA,13,NA,NA,NA,NA,14.528184668223082,14.733092387517313,0.3818982060856008,13.495291521435712,-0.0029666001601705012,vegetative_early,vegetative
conventional,2018-05-24,NA,NA,0.01421466842075147,0.25778544310597384,5,NA,1.3918034245291386,3.220230416666667,1.8284234791666667,NA,NA,NA,NA,0.3835222478932173,62.07700690490172,5.364194303562424e-8,16.649390316009537,2018,NA,NA,15.170995330810571,0.2871726068357627,144,corn,2018-05-10,NA,1,annual,NA,2018-05-01,23,NA,2018-03-20,65,NA,2018-05-12,12,NA,NA,14,NA,NA,NA,NA,14.546888651166663,14.967640606562316,0.3802024053449643,13.615556528454755,-8.647889676298454e-4,vegetative_early,vegetative
conventional,2018-05-25,NA,NA,0.019330582330565487,0.263913886336551,5,NA,1.4752960762417766,3.245311666666667,1.7700137666666667,NA,NA,NA,NA,0.3919673241128562,62.551021117263886,1.812974185592491e-8,19.653748925526962,2018,NA,NA,16.46451625823977,0.27129930630326277,145,corn,2018-05-10,NA,1,annual,NA,2018-05-01,24,NA,2018-03-20,66,NA,2018-05-12,13,NA,NA,15,NA,NA,NA,NA,15.449543435233,15.21042792002362,0.3807513661939018,14.010978203728106,0.0015274798754055746,vegetative_early,vegetative
conventional,2018-05-26,NA,NA,0.014223797176458237,0.29399974716916993,5,NA,1.3843253499577501,3.229515,1.8451859583333334,NA,NA,NA,NA,0.4034931019950833,72.33114508261997,1.2595741400407922e-5,21.30894781748456,2018,NA,NA,18.327587223053,0.2578522637486457,146,corn,2018-05-10,NA,1,annual,NA,2018-05-01,25,NA,2018-03-20,67,NA,2018-05-12,14,NA,NA,16,NA,NA,NA,NA,17.164591839199993,15.930937973658263,0.3837896414725458,15.093252186548163,0.004174638547056978,vegetative_early,vegetative
conventional,2018-05-27,NA,NA,0.010739662957370041,0.09003987465569141,5,NA,2.428929689986833,2.9576539583333332,0.5287237166666667,NA,NA,NA,NA,0.4177817295938703,89.75216254355858,1.5541467016551573e-4,13.14390796025596,2018,NA,NA,15.158579126993837,0.2612082250416279,147,corn,2018-05-10,NA,1,annual,NA,2018-05-01,26,NA,2018-03-20,68,NA,2018-05-12,15,NA,NA,17,NA,NA,NA,NA,16.642959099724198,15.593482526143411,0.3894744920624028,15.27068412190394,0.006987809987531064,vegetative_early,vegetative
conventional,2018-05-28,NA,NA,0.020043165281564183,0.15470458367133816,5,NA,2.088963956252937,3.051800625,0.96283413475,NA,NA,NA,NA,0.4344876185807592,85.73277121951627,2.909775503212587e-6,14.345397249857607,2018,NA,NA,13.631733115514146,0.2636140485604604,148,corn,2018-05-10,NA,1,annual,NA,2018-05-01,27,NA,2018-03-20,69,NA,2018-05-12,16,NA,NA,18,NA,NA,NA,NA,16.476157510848292,15.694505707422913,0.3978719245460068,15.161017728987217,0.009843659133516204,vegetative_early,vegetative
conventional,2018-05-29,NA,NA,0.022216777170227086,0.2321632142975624,5,NA,1.2920244310882842,3.2987060416666667,2.0066805854166665,NA,NA,NA,NA,0.4532651806272918,75.49624003326143,1.289851651383363e-5,20.355243301391624,2018,NA,NA,17.067703342437767,0.2541477208336194,149,corn,2018-05-10,NA,1,annual,NA,2018-05-01,28,NA,2018-03-20,70,NA,2018-05-12,17,NA,NA,19,NA,NA,NA,NA,17.466855825696694,16.799669138590517,0.40895669120691874,15.75052684148155,0.012607206492925533,vegetative_early,vegetative
conventional,2018-05-30,NA,NA,0.01939710196000065,0.24789699847902694,5,NA,0.7091736388363884,3.3300870833333334,2.6209152083333334,NA,NA,NA,NA,0.4737688274050105,68.03120724745385,1.279261046723454e-6,19.36987902323407,2018,NA,NA,17.805813964207992,0.2417384572327137,150,corn,2018-05-10,NA,1,annual,NA,2018-05-01,29,NA,2018-03-20,71,NA,2018-05-12,18,NA,NA,20,NA,NA,NA,NA,17.832359227680048,17.05712332725527,0.42261229002972694,16.23241833732244,0.015154641719640267,vegetative_early,vegetative
conventional,2018-05-31,NA,NA,0.018588387464982425,0.23201226765562474,5,NA,1.7100688444753476,3.37669875,1.6666309895833333,NA,NA,NA,NA,0.495652970585457,80.89492203188419,4.8230198552859617e-5,18.004330889383972,2018,NA,NA,17.091529226303123,0.23333929727474848,151,corn,2018-05-10,NA,1,annual,NA,2018-05-01,30,NA,2018-03-20,72,NA,2018-05-12,19,NA,NA,21,NA,NA,NA,NA,18.025922166733537,17.306255578994772,0.43863096470004687,16.506780322392807,0.017396137188252808,vegetative_early,vegetative
conventional,2018-06-01,NA,NA,0.01665813356902263,0.27651771049481444,6,NA,2.6418213776300075,3.5833529166666667,0.9415304166666666,NA,NA,NA,NA,0.5185720218401733,91.57959886014247,1.4899143934598934e-4,20.12783521016441,2018,NA,NA,17.96552778879803,0.24498517438769343,152,corn,2018-05-10,NA,1,annual,NA,2018-05-01,31,NA,2018-03-20,73,NA,2018-05-12,20,NA,NA,22,NA,NA,NA,NA,18.0936487788246,17.97700359026593,0.45671735008966363,16.721210541043984,0.0192950160836677,vegetative_early,vegetative
conventional,2018-06-02,NA,NA,0.014495101511903552,0.3595812889516105,6,NA,1.7376199305146878,3.748337708333333,2.0107163468750002,NA,NA,NA,NA,0.5421803928407014,77.71133863873938,5.943002948545889e-5,20.94259271621706,2018,NA,NA,18.879027541478493,0.2428884742160638,153,corn,2018-05-10,NA,1,annual,NA,2018-05-01,32,NA,2018-03-20,74,NA,2018-05-12,21,NA,NA,23,NA,NA,NA,NA,18.041312335786387,18.390127340952578,0.4765298202104662,16.799987729390484,0.02084830665062456,vegetative_early,vegetative
conventional,2018-06-03,NA,NA,0.017417249932545776,0.32188311411334963,6,NA,1.0470946324027428,3.70729,2.6601971458333336,NA,NA,NA,NA,0.5661324952585834,65.83834914014447,4.43282735555302e-5,16.079035536448174,2018,NA,NA,17.091661628087383,0.23464212939143178,154,corn,2018-05-10,NA,1,annual,NA,2018-05-01,33,NA,2018-03-20,75,NA,2018-05-12,22,NA,NA,24,NA,NA,NA,NA,18.460616275242415,18.33309186299644,0.49772278673399667,17.076142372403847,0.02205600888912341,vegetative_early,vegetative
conventional,2018-06-04,NA,NA,0.013286028908365466,0.10333897796358293,6,NA,2.770548082931876,3.547598125,0.777049654375,NA,NA,NA,NA,0.5900827407653613,91.99193248423114,6.548580650497591e-4,10.135085519154885,2018,NA,NA,12.622003014882422,0.28321127345164615,155,corn,2018-05-10,NA,1,annual,NA,2018-05-01,34,NA,2018-03-20,76,NA,2018-05-12,23,NA,NA,25,NA,NA,NA,NA,17.859143170856314,17.381225522359234,0.5199506613317969,16.931895215170744,0.02291812279916425,vegetative_early,vegetative
conventional,2018-06-05,NA,NA,0.015593155913624231,0.233047510109673,6,NA,2.3544302790492497,3.6874785416666667,1.3330455416666664,NA,NA,NA,NA,0.613685541032577,76.02194439335585,1.1483735676165379e-4,13.001289304097519,2018,NA,NA,12.927195247014387,0.28421248743931454,156,corn,2018-05-10,NA,1,annual,NA,2018-05-01,35,NA,2018-03-20,77,NA,2018-05-12,24,NA,NA,26,NA,NA,NA,NA,16.808578314100014,16.550459671020526,0.5428678556754091,16.34039405868169,0.023434648380747113,vegetative_early,vegetative
conventional,2018-06-06,NA,NA,0.018338426296541584,0.2453930613366531,6,NA,2.060662946786973,3.7147525,1.654088416666667,NA,NA,NA,NA,0.6365953077317723,77.70062823032725,2.9697663675183854e-5,13.314998722076439,2018,NA,NA,13.103384828567526,0.27684416746099794,157,corn,2018-05-10,NA,1,annual,NA,2018-05-01,36,NA,2018-03-20,78,NA,2018-05-12,25,NA,NA,27,NA,NA,NA,NA,15.943595413934636,16.567568747202575,0.5661287814363751,15.668618467875909,0.023605585633871932,vegetative_early,vegetative
conventional,2018-06-07,NA,NA,0.017387555886000564,0.26556343630999224,6,NA,1.3459215172599093,3.7933435416666668,2.4474169166666666,NA,NA,NA,NA,0.6584664525344895,81.29372875935596,5.2176293785065885e-5,14.83187494277956,2018,NA,NA,13.913500404357931,0.2691034177939097,158,corn,2018-05-10,NA,1,annual,NA,2018-05-01,37,NA,2018-03-20,79,NA,2018-05-12,26,NA,NA,28,NA,NA,NA,NA,15.490387421562579,16.61621651649477,0.5893878502862369,15.214614350455168,0.023430934558538737,vegetative_early,vegetative
conventional,2018-06-08,0.027633546804983967,1.1567860791426403,0.019169929209297564,0.4558729134536122,6,1.3023249722222223,0.8895799177031394,3.8432358333333334,2.8594599,23.940523809523835,101304.71428571429,60.434109523809525,1324.3185238095239,0.6789533871122705,78.39918507928091,1.9624616347376406e-5,17.090593433380146,2018,3.890677222222222,2.588350555555556,15.413364664713558,0.2604725460211436,159,corn,2018-05-10,NA,1,annual,NA,2018-05-01,38,NA,2018-03-20,80,NA,2018-05-12,27,NA,NA,29,NA,NA,NA,NA,15.056495739164825,16.289751529693625,0.6122994738965365,14.8500196184431,0.022910695154747526,vegetative_early,vegetative
conventional,2018-06-09,0.018155504221681603,0.6077679392434534,0.01772150187797674,0.4986938659619129,6,0.026625666666666648,-0.09126980162947262,3.7358152083333334,3.2802689791666664,19.52241666666669,101408.85416666667,60.56719791666667,1014.0008166666667,0.6977105231366573,66.19460875208287,3.563860673239107e-8,17.551129913330097,2018,3.7557009523809524,3.729071428571429,16.050180292129532,0.24777431413531306,160,corn,2018-05-10,NA,1,annual,NA,2018-05-01,39,NA,2018-03-20,81,NA,2018-05-12,28,NA,NA,30,NA,NA,NA,NA,14.572001053038116,16.107876618703227,0.6345180639388159,14.44589858282182,0.022044867422498348,vegetative_early,vegetative
conventional,2018-06-10,0.016220986423833038,0.4690843408539121,0.01547272969677154,0.47161037122329763,6,0.5233883477272725,0.41939105813467886,3.5787220833333335,2.8154783333333335,16.847166666666688,101207.875,69.48036666666667,656.7160583333333,0.7144124819948211,61.00530635984871,1.0820597159029904e-7,16.67712491353355,2018,3.586064090909091,3.0626731818181816,16.037102794647232,0.23425891995429987,161,corn,2018-05-10,NA,1,annual,NA,2018-05-01,40,NA,2018-03-20,82,NA,2018-05-12,29,NA,NA,31,NA,NA,NA,NA,14.657442392621743,15.975156021118185,0.6557009191868498,14.2952473209018,0.020835616688465685,vegetative_rapid,vegetative
conventional,2018-06-11,0.018394659843822103,0.5452511259808456,0.01738997504565503,0.5202644704001084,6,-1.2310698888888891,-0.6270172939056872,3.4303720833333333,4.386505166666667,18.353250000000024,101189,58.59949374999999,1048.0769291666668,0.7289631084442799,62.2142041956128,4.786221135570182e-6,16.080092048645035,2018,3.434392888888889,4.665474888888889,15.701171175638859,0.22258152316013974,162,corn,2018-05-10,NA,1,annual,NA,2018-05-01,41,NA,2018-03-20,83,NA,2018-05-12,30,NA,NA,32,NA,NA,NA,NA,15.506729039691765,15.570381704966247,0.6755409717124097,14.735128486724147,0.019311111477263415,vegetative_rapid,vegetative
conventional,2018-06-12,0.027909828944290734,0.5192146140758819,0.027354798462655074,0.5653256661084589,6,-0.8288103404255318,-0.9895739040342706,3.4406904166666665,4.184591366666667,19.35929166666668,101417.08333333333,47.8756625,1276.1176666666665,0.7415007403259818,62.28707922346784,1.0747975901873966e-7,16.826598898569763,2018,3.439355106382979,4.268163523404255,16.06677176157636,0.2110187932848931,163,corn,2018-05-10,NA,1,annual,NA,2018-05-01,42,NA,2018-03-20,84,NA,2018-05-12,31,NA,NA,33,NA,NA,NA,NA,16.053201838902083,15.158782323201518,0.6938002858971818,15.183639417375856,0.01754173944588431,vegetative_rapid,vegetative
conventional,2018-06-13,0.020171997871668637,0.39806349227542454,0.020171997871668637,0.40606691445170595,6,0.3994115833333334,0.520633754863208,3.650122083333333,3.2507024374999998,19.369687500000023,100571.6625,76.15038958333334,522.5994375,0.7521856817675321,83.47214313944757,1.1966180972677843e-4,17.837171173095726,2018,3.650122083333333,3.2507024374999998,16.60315213203432,0.20405340567231176,164,corn,2018-05-10,NA,1,annual,NA,2018-05-01,43,NA,2018-03-20,85,NA,2018-05-12,32,NA,NA,34,NA,NA,NA,NA,16.699226474761982,15.334595886866271,0.7103131964737189,15.68360617501397,0.015625177836934775,vegetative_rapid,vegetative
conventional,2018-06-14,0.01209152140765216,0.6626159145215221,0.012576902863478522,0.5626304179605788,6,-2.127908840909091,-0.9120503749616392,3.7689747916666665,5.467575520833333,21.86741666666669,100201.20833333333,51.0638875,1343.20975,0.7611782368965365,71.66154357164872,6.559218848659991e-6,16.43135541280113,2018,3.781243409090909,5.909144204545455,16.331906890869156,0.21131743863224986,165,corn,2018-05-10,NA,1,annual,NA,2018-05-01,44,NA,2018-03-20,86,NA,2018-05-12,33,NA,NA,35,NA,NA,NA,NA,16.927723684765063,15.964222876230897,0.7249863085254399,16.029092815944146,0.01366832589091817,vegetative_rapid,vegetative
