"","management","date","Reco_n","NEE_n","GPP_n","Reco_se","NEE_se","Reco_gf_se","NEE_gf_se","month","NEE","NEE_gapfilled","Reco_gapfilled","GPP_gapfilled","air_temperature","air_pressure","RH","VPD","ndvi_era5","RH_era5","precip_era5","airt_era5","year","Reco","GPP","soilt_avg_era5","vwc_avg_era5","doy","current_crop","current_plant_date","current_harvest_date","in_season","crop_type","tillage_event","last_tillage","days_since_tillage","fertilizer_event","last_fertilizer","days_since_fertilizer","herbicide_event","last_herbicide","days_since_herbicide","last_harvest","last_harvest_same_crop","days_since_planting","days_to_harvest","days_since_season_end_harvest","days_since_last_harvest","days_since_last_harvest_same_crop","air_temp_smooth_7","air_temp_smooth_10","ndvi_smooth","soil_temp_smooth","ndvi_slope","crop_stage","crop_stage_simple","AR.start","year_f","airt_era5_filled","VPD_era5_filled","air_temperature_7","VPD_7","NEE_filled","NEE_g","GPP_g","Reco_g","NEE_kg","GPP_kg","Reco_kg","NEE_filled_g","NEE_g_se","NEE_filled_kg","NEE_kg_se","cumNEE_g","cumNEE_kg","cumNEE_g_se","cumNEE_kg_se","n_days","cum_gapfill_NEE"
"11","conventional",2018-08-23,0,0,0,NA,0.769778578328193,0.0194182337335245,1.00395875279864,8,NA,TRUE,6.415395,7.1018689375,18.6865085485643,NA,NA,814.318024445738,0.844436823924781,67.5596152356906,1.13826051043967e-06,17.4791483243307,2018,NA,NA,18.6409583250682,0.307582261661689,235,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,114,NA,2018-06-28,56,NA,2018-05-12,103,NA,NA,105,NA,NA,NA,NA,19.5570189657666,20.281771850586,0.848658882392613,19.7934288456327,-0.00126072836913535,"maturity","mature",FALSE,"2018",TRUE,TRUE,20.6739674832563,567.996996750898,-2.19906766019858,NA,NA,NA,NA,NA,NA,-2.28208334399814,0.798838027571514,-0.00228208334399814,0.000798838027571514,-7.86700087275398,-0.00786700087275398,2.7052618958491,0.0027052618958491,11,11
"12","conventional",2018-08-24,0,0,0,NA,0.767706899629011,0.0369978306136428,1.06428711132209,8,NA,TRUE,6.569015625,7.7612894375,20.7142523616874,NA,NA,791.105055511786,0.842490948475541,72.5702643484449,0,19.5991364479065,2018,NA,NA,18.7660973230998,0.288149318347375,236,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,115,NA,2018-06-28,57,NA,2018-05-12,104,NA,NA,106,NA,NA,NA,NA,19.1011908213298,20.1341261863709,0.847294773934612,19.3865638959976,-0.00143860339040313,"maturity","mature",FALSE,"2018",TRUE,TRUE,20.2379732012836,604.189062750729,-1.55331621445244,NA,NA,NA,NA,NA,NA,-1.6119545228745,0.796688142172766,-0.0016119545228745,0.000796688142172766,-9.47895539562848,-0.00947895539562848,2.8201336707702,0.0028201336707702,12,12
"13","conventional",2018-08-25,0,0,0,NA,0.763488718097899,0.0284530619150801,1.15484803632314,8,NA,TRUE,6.59756416666667,7.19698124375,20.5810221814731,NA,NA,725.985298694083,0.840299799306621,75.0996289786119,0,19.4598454793294,2018,NA,NA,19.3698690891266,0.272979479283094,237,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,116,NA,2018-06-28,58,NA,2018-05-12,105,NA,NA,107,NA,NA,NA,NA,18.9168495496114,19.8908831596375,0.845743162069857,19.1362579709008,-0.00163573518264552,"maturity","mature",FALSE,"2018",TRUE,TRUE,20.0616529336966,659.689109151877,-1.23877106449906,NA,NA,NA,NA,NA,NA,-1.28553516769233,0.792310722601582,-0.00128553516769233,0.000792310722601582,-10.7644905633208,-0.0107644905633208,2.92931906800219,0.00292931906800219,13,13
"14","conventional",2018-08-26,0,0,0,NA,0.763757750762871,0.0335112209725604,0.970463518059595,8,NA,TRUE,6.66313979166667,5.96270016666667,21.117937027113,NA,NA,578.521024752826,0.837844119647048,82.0048840504218,1.86682753925044e-05,20.0211851755778,2018,NA,NA,19.4730204105377,0.261759908248981,238,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,117,NA,2018-06-28,59,NA,2018-05-12,106,NA,NA,108,NA,NA,NA,NA,19.0311083611988,19.597929986318,0.843984790027372,19.0825612363361,-0.0018521237458626,"maturity","mature",FALSE,"2018",TRUE,TRUE,20.1709401489006,641.377924532042,-0.134367693333471,NA,NA,NA,NA,NA,NA,-0.139440127503887,0.792589911357269,-0.000139440127503887,0.000792589911357269,-10.9039306908247,-0.0109039306908247,3.03465137532247,0.00303465137532247,14,14
"15","conventional",2018-08-27,0,0,0,NA,0.771087190989768,0.0245895011271717,1.03453664907425,8,NA,TRUE,6.761325625,5.95360979166667,23.6432075221658,NA,NA,702.801612056723,0.835104652725847,80.3526812630842,4.41368441291464e-06,22.6613330205282,2018,NA,NA,21.0017609755198,0.252269050727288,239,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,118,NA,2018-06-28,60,NA,2018-05-12,107,NA,NA,109,NA,NA,NA,NA,19.6498249644325,19.5850699424744,0.842000401036183,19.3756856963748,-0.00208776908005431,"maturity","mature",FALSE,"2018",TRUE,TRUE,20.7627353341338,661.164301628584,0.295489018252768,NA,NA,NA,NA,NA,NA,0.306643846887418,0.800196040884508,0.000306643846887418,0.000800196040884508,-10.5972868439373,-0.0105972868439373,3.13837898820295,0.00313837898820295,15,15
"16","conventional",2018-08-28,0,0,0,NA,0.835223527068768,0.0230751817541415,0.862890845643545,8,NA,TRUE,6.61479645833333,5.5744035,26.3589435859692,NA,NA,928.540359271187,0.832062141772043,76.7815716609821,9.8631455287544e-06,25.5006109237671,2018,NA,NA,22.8307857672374,0.241238451252381,240,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,119,NA,2018-06-28,61,NA,2018-05-12,108,NA,NA,110,NA,NA,NA,NA,20.6106520425706,20.0601075967153,0.839770738325314,19.9385411784763,-0.00234267118522073,"maturity","mature",FALSE,"2018",TRUE,TRUE,21.6817551821739,711.897264513843,0.83423193109586,NA,NA,NA,NA,NA,NA,0.865724520187501,0.866753549305025,0.000865724520187501,0.000866753549305025,-9.73156232374978,-0.00973156232374978,3.25586922170204,0.00325586922170204,16,16
"17","conventional",2018-08-29,0,0,0,NA,0.855053671673912,0.0200109704370259,0.785858760856269,8,NA,TRUE,6.32516270833333,5.00427727083333,26.8003203715576,NA,NA,1078.58740154334,0.828698338009189,73.1079254656378,1.73148597239307e-05,25.9620664278666,2018,NA,NA,23.9552561601003,0.230267820258935,241,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,120,NA,2018-06-28,62,NA,2018-05-12,109,NA,NA,111,NA,NA,NA,NA,21.5261893999009,20.7341768900554,0.83727668912301,20.5768211500985,-0.00261672206194799,"senescence","mature",FALSE,"2018",TRUE,TRUE,22.5574559426472,802.836968039383,0.997065052983116,NA,NA,NA,NA,NA,NA,1.03470465755925,0.887332289801071,0.00103470465755925,0.000887332289801071,-8.69685766619053,-0.00869685766619053,3.37461745703869,0.00337461745703869,17,17
"18","conventional",2018-08-30,0,0,0,NA,0.756839742605689,0.0250292899207453,0.771695303771656,8,NA,TRUE,5.852779375,4.604069875,23.6508879115501,NA,NA,907.455234416203,0.82500642557298,73.2196027043308,1.9426552045824e-05,22.6693627993266,2018,NA,NA,23.0775970776876,0.221804780264695,242,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,121,NA,2018-06-28,63,NA,2018-05-12,110,NA,NA,112,NA,NA,NA,NA,22.2676486106146,21.1680814901988,0.834500917929896,21.210626686187,-0.00290851675634115,"senescence","mature",FALSE,"2018",TRUE,TRUE,23.2666529945023,816.14228374945,-0.0277893710458894,NA,NA,NA,NA,NA,NA,-0.0288384309186202,0.785410745624951,-2.88384309186202e-05,0.000785410745624951,-8.72569609710915,-0.00872569609710915,3.46481067602451,0.00346481067602451,18,18
"19","conventional",2018-08-31,0,0,0,NA,0.742343717239382,0.0135375923798552,0.630849602283304,8,NA,TRUE,5.34432458333333,3.39260604166667,19.5280886710383,NA,NA,664.05087591414,0.820991284347303,76.1478067256649,3.44616333052266e-05,18.3590128580729,2018,NA,NA,20.0812359015147,0.216056149452925,243,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,122,NA,2018-06-28,64,NA,2018-05-12,111,NA,NA,113,NA,NA,NA,NA,22.0904880977812,21.126500638326,0.831429537340147,21.3985036259606,-0.00321454456224101,"senescence","mature",FALSE,"2018",TRUE,TRUE,23.0972010386953,797.991686664072,-0.404869570940599,NA,NA,NA,NA,NA,NA,-0.420153559191435,0.770367489502656,-0.000420153559191435,0.000770367489502656,-9.14584965630059,-0.00914584965630058,3.54941954262609,0.00354941954262609,19,19
"20","conventional",2018-09-01,0,0,0,NA,0.742682876047158,0.0157611628566916,0.796122974781581,9,NA,TRUE,5.13299916666667,5.03859483333333,20.3176744775156,NA,NA,666.771637338081,0.816658889822597,77.2295591869479,1.20081091760463e-05,19.1845177968343,2018,NA,NA,19.5986560344696,0.214378785341978,244,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,123,NA,2018-06-28,65,NA,2018-05-12,112,NA,NA,114,NA,NA,NA,NA,22.0511555717105,21.089621925354,0.828052264556715,21.4311874752953,-0.0035299336581966,"senescence","mature",FALSE,"2018",TRUE,TRUE,23.0595799381299,789.532592184643,-0.0450128928588205,NA,NA,NA,NA,NA,NA,-0.0467121475693982,0.770719451691089,-4.67121475693982e-05,0.000770719451691089,-9.19256180386998,-0.00919256180386998,3.6321326466404,0.0036321326466404,20,20
"21","conventional",2018-09-02,0,0,0,NA,0.747372656828656,0.0159581964639613,0.694173209536161,9,NA,TRUE,4.94290416666667,5.2695644375,21.6196471108259,NA,NA,597.856079572018,0.812015217489296,81.8101877784746,9.16815527792399e-06,20.5457186063131,2018,NA,NA,20.1104132493337,0.208999567975601,245,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,124,NA,2018-06-28,66,NA,2018-05-12,113,NA,NA,115,NA,NA,NA,NA,22.1260889189584,21.3962789535523,0.824362421391322,21.5222435951233,-0.0038493522596582,"senescence","mature",FALSE,"2018",TRUE,TRUE,23.1312528072318,792.294742873099,0.979914545413412,NA,NA,NA,NA,NA,NA,1.01690671146859,0.775586273573,0.00101690671146859,0.000775586273573,-8.1756550924014,-0.0081756550924014,3.71401691306675,0.00371401691306675,21,21
"22","conventional",2018-09-03,0,0,0,NA,0.803461487397777,0.0167788301730492,0.716758844308932,9,NA,TRUE,4.84642645833333,5.1694078,25.3319905862784,NA,NA,770.329006500492,0.807066242837837,80.2148122422271,8.28809036808782e-06,24.4269406954448,2018,NA,NA,22.2792899767558,0.203130314747492,246,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,125,NA,2018-06-28,67,NA,2018-05-12,114,NA,NA,116,NA,NA,NA,NA,22.3783185868036,21.8790593783061,0.820356934264463,21.704747738157,-0.00416790977117095,"senescence","mature",FALSE,"2018",TRUE,TRUE,23.3725075306764,801.941513507923,1.67843584605722,NA,NA,NA,NA,NA,NA,1.74179747062022,0.833792479931638,0.00174179747062022,0.000833792479931638,-6.43385762178117,-0.00643385762178117,3.80645918540268,0.00380645918540268,22,22
"23","conventional",2018-09-04,0,0,0,NA,0.778992589710032,0.0139278141490437,0.683209682877305,9,NA,TRUE,4.65524375,4.580394625,25.0786795803231,NA,NA,922.19014147939,0.801817941358657,75.0545664476282,4.30001333976785e-06,24.1621062914531,2018,NA,NA,23.0944174289704,0.195566922426224,247,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,126,NA,2018-06-28,68,NA,2018-05-12,115,NA,NA,117,NA,NA,NA,NA,22.1871036393302,22.3492854595185,0.816036334205408,21.7424094041189,-0.0044820579385675,"senescence","mature",FALSE,"2018",TRUE,TRUE,23.189612672727,801.034339537667,1.21863084281687,NA,NA,NA,NA,NA,NA,1.26463464458554,0.808399871568622,0.00126463464458554,0.000808399871568622,-5.16922297719563,-0.00516922297719563,3.8913547618392,0.0038913547618392,23,23
"24","conventional",2018-09-05,0,0,0,NA,0.783194461102149,0.0211509311781192,0.681342658444035,9,NA,TRUE,4.63890083333333,4.42023354166667,25.3846755732894,NA,NA,1076.24593047804,0.796276288542191,70.7071224813997,6.95100364378476e-07,24.4820223808289,2018,NA,NA,22.9280431429545,0.187624499201775,248,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,127,NA,2018-06-28,69,NA,2018-05-12,116,NA,NA,118,NA,NA,NA,NA,21.9756687754677,22.7953691800436,0.81140461285298,21.5956646873838,-0.00479034800194348,"senescence","mature",FALSE,"2018",TRUE,TRUE,22.9873777015458,800.699843671195,1.33479144302864,NA,NA,NA,NA,NA,NA,1.38518035391955,0.812760365286539,0.00138518035391955,0.000812760365286539,-3.78404262327608,-0.00378404262327608,3.97532656443082,0.00397532656443082,24,24
"25","conventional",2018-09-06,0,0,0,NA,0.797941487819895,0.0159209728553663,0.636551266617942,9,NA,TRUE,4.59204604166667,2.08320975625,24.6400125724498,NA,NA,604.047158023792,0.790447259878877,84.7892296930188,0.000262826122555755,23.7034838358561,2018,NA,NA,23.3435646851858,0.194276633361975,249,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,128,NA,2018-06-28,70,NA,2018-05-12,117,NA,NA,119,NA,NA,NA,NA,22.1234003521147,22.8995842615764,0.806467589182394,21.6336600598835,-0.00509266257488311,"senescence","mature",FALSE,"2018",TRUE,TRUE,23.1286812245315,757.355832757993,2.88155793431945,NA,NA,NA,NA,NA,NA,2.99033789896318,0.828064098161691,0.00299033789896318,0.000828064098161691,-0.793704724312899,-0.000793704724312897,4.0606540660999,0.0040606540660999,25,25
"26","conventional",2018-09-07,0,0,0,NA,0.734699877995534,0.00730747888011292,0.313929490859983,9,NA,TRUE,4.36149395833333,1.86978708333333,19.5298663545449,NA,NA,483.457221526226,0.78433683085915,84.3714485830779,6.08660957368548e-05,18.3608714103699,2018,NA,NA,20.2648147900899,0.21472879499197,250,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,129,NA,2018-06-28,71,NA,2018-05-12,118,NA,NA,120,NA,NA,NA,NA,22.1236658595857,22.1856103102366,0.801231238684086,21.6598856153942,-0.00538900165738645,"senescence","mature",FALSE,"2018",TRUE,TRUE,23.1289351793181,731.556739274006,1.43465141076598,NA,NA,NA,NA,NA,NA,1.48881007538296,0.762435092269817,0.00148881007538296,0.000762435092269817,0.695105351070061,0.000695105351070063,4.13161212052367,0.00413161212052367,26,26
"27","conventional",2018-09-08,0,0,0,NA,0.727976902131288,0.00847992289345385,0.358908326688838,9,NA,TRUE,4.235285625,2.847244375,16.526950864091,NA,NA,786.477221381277,0.777950976973448,64.0887836242278,-1.94025536378225e-11,15.2213499704997,2018,NA,NA,17.7173411210378,0.209189000229041,251,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,130,NA,2018-06-28,72,NA,2018-05-12,119,NA,NA,121,NA,NA,NA,NA,21.5574990272522,21.1115386644999,0.795701536848494,21.3911263420468,-0.00567936524945342,"senescence","mature",FALSE,"2018",TRUE,TRUE,22.5874032345432,748.657536994462,-0.387307565034059,NA,NA,NA,NA,NA,NA,-0.401928580537121,0.755458321377505,-0.000401928580537121,0.000755458321377505,0.29317677053294,0.000293176770532942,4.20011142587868,0.00420011142587868,27,27
"28","conventional",2018-09-09,0,0,0,NA,0.728537637625241,0.0163267939382468,0.456074007675744,9,NA,TRUE,4.192730625,3.29067664583333,14.0170145426061,NA,NA,718.069503000974,0.771295673712205,61.9234486621215,7.13418941700184e-08,12.5972338676453,2018,NA,NA,15.4611952463786,0.202197355528673,252,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,131,NA,2018-06-28,73,NA,2018-05-12,120,NA,NA,122,NA,NA,NA,NA,20.4220012074425,20.1043257713318,0.789884459166052,20.7269523416247,-0.00596375335108409,"senescence","mature",FALSE,"2018",TRUE,TRUE,21.5013128676547,765.830883198599,-0.526938944660873,NA,NA,NA,NA,NA,NA,-0.546831100597399,0.756040224860649,-0.000546831100597399,0.000756040224860649,-0.253654330064459,-0.000253654330064457,4.26761441690835,0.00426761441690835,28,28
"29","conventional",2018-09-10,0,0,0,NA,0.745486626697179,0.00930731330861249,0.114369436377367,9,NA,TRUE,4.23391958333333,0.896212708333333,13.1878061425916,NA,NA,304.32095379857,0.764376896565859,88.5471982279992,0.000951396239538363,11.7303038597107,2018,NA,NA,14.1102007389069,0.235719868292411,253,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,132,NA,2018-06-28,74,NA,2018-05-12,121,NA,NA,123,NA,NA,NA,NA,18.6081959451948,19.4414548714956,0.783785981127198,19.5599395933606,-0.00624216596227832,"senescence","mature",FALSE,"2018",TRUE,TRUE,19.7664293756994,699.258304241181,0.618627337284998,NA,NA,NA,NA,NA,NA,0.641980766718442,0.773629045049648,0.000641980766718442,0.000773629045049648,0.388326436653983,0.000388326436653984,4.33716897419831,0.00433716897419831,29,29
"30","conventional",2018-09-11,0,0,0,NA,0.730158017677651,0.0189328628184599,0.298096646720314,9,NA,TRUE,4.55294145833333,1.3792464375,17.8424950384048,NA,NA,197.174783157302,0.757200621024846,97.0974804018847,0.000363457389175683,16.5967397054037,2018,NA,NA,15.9985611597697,0.300789816925923,254,"corn",2018-05-10,NA,1,"annual",NA,2018-05-01,133,NA,2018-06-28,75,NA,2018-05-12,122,NA,NA,124,NA,NA,NA,NA,17.5274292900449,19.1826770623525,0.777412078222368,18.5462458406176,-0.00651460308303623,"senescence","mature",FALSE,"2018",TRUE,TRUE,18.7326887268539,595.68468162374,2.77674093744777,NA,NA,NA,NA,NA,NA,2.8815640185328,0.757721774908189,0.0028815640185328,0.000757721774908189,3.26989045518679,0.00326989045518679,4.40286009304389,0.00440286009304389,30,30
