"","management","date","year","month","Rs_umolm2sec_mean","Rs_daily_se","NEE_umolm2sec_mean","NEE_daily_se","n_collars","airtempC_mean","soilm_perc_mean","spad_mean","NDVI_mean","current_crop","crop_stage","crop_stage_simple","month_num","doy"
"20","conventional",2019-10-01,"2019","Oct",3.99440019841043,0.10477345217811,4.68875107290427,0.726519174880914,4,24.2566666666667,10.7333333333333,5.76666666666667,0.216666666666667,NA,"fallow","fallow",10,274
"21","conventional",2019-10-08,"2019","Oct",2.05411460440961,0.113912403634759,2.59505859576047,0.235828313011977,4,14.165,18.7833333333333,NA,0.191666666666667,NA,"fallow","fallow",10,281
"22","conventional",2019-10-15,"2019","Oct",1.37177315094735,0.122225974155112,1.5026967077795,0.0990325050572463,5,16.11,13.875,NA,0.17125,"cover crop","germination/emergence","early",10,288
"23","conventional",2019-10-23,"2019","Oct",1.56680641589231,0.119457171641427,1.70792033160766,0.17989756632374,5,20.168,18.42,NA,0.168,"cover crop","germination/emergence","early",10,296
"24","conventional",2019-10-29,"2019","Oct",1.67184400166648,0.198072790516968,1.87796530522504,0.204923472579499,5,14.93375,20.775,NA,0.16625,"cover crop","fall hardening","mature",10,302
"25","conventional",2020-05-06,"2020","May",2.2645476191001,0.576798673066923,0.14364496035698,0.410896439909872,5,17.50025,10.125,NA,0.195,"barley","tillering","vegetative",5,127
"26","conventional",2020-05-12,"2020","May",3.17914825867864,0.740432223745532,0.519155112319071,0.0298240451999802,5,12.0835,12.7,20.325,0.2425,"barley","stem_elongation","reproductive",5,133
"27","conventional",2020-05-20,"2020","May",5.34361438432955,0.984726012907346,0.148751165736773,2.54050980986469,5,20.2085,6.5625,34.875,0.37875,"barley","stem_elongation","reproductive",5,141
"28","conventional",2020-06-08,"2020","Jun",6.53473129148786,0.996331130914119,-1.58270225360385,1.08137025932823,5,24.861125,0.14875,37.175,0.34375,"barley","heading","reproductive",6,160
"29","conventional",2020-06-16,"2020","Jun",8.06866816034988,1.1862426319508,-2.09596352421531,1.47689489199753,5,25.7408333333333,0.45,31.2833333333333,0.336666666666667,"barley","grain_fill","grain_fill",6,168
"30","conventional",2020-06-23,"2020","Jun",9.35840369500501,1.10535634822295,5.60709926977683,0.683229940146472,5,26.0185,1.83333333333333,26.4,NA,"barley","grain_fill","grain_fill",6,175
"31","conventional",2020-07-01,"2020","Jul",8.93625662793979,1.3256469393439,4.35788740136395,0.969160968181653,5,27.778,9.675,27.0875,0.255,NA,"fallow","fallow",7,183
"32","conventional",2020-07-30,"2020","Jul",2.20516884196721,0.436517736669002,-0.33489741604554,0.360053895701068,5,26.389,5.425,28.775,0.215,"cover crop","germination/emergence","early",7,212
"33","conventional",2020-08-04,"2020","Aug",2.16213282033056,0.251410818409583,-0.432320287163085,0.583725372583338,5,27.291875,15.7,44.2875,0.28625,"cover crop","seedling","early",8,217
"34","conventional",2020-08-18,"2020","Aug",6.22606944415463,1.40980540142117,-2.14208117185733,1.09536127013206,5,22.7777,3.38,35.83,0.483,"cover crop","seedling","early",8,231
"35","conventional",2020-08-19,"2020","Aug",8.16842793073199,1.73027366643501,2.26287416334519,1.09607853647228,5,24.444625,2.22125,36.875,0.38625,"cover crop","seedling","early",8,232
"36","conventional",2020-08-24,"2020","Aug",7.26730820258206,1.62190850167866,5.17194247626264,0.825633710903876,5,27.4447,2.921,25.6,0.222,"cover crop","vegetative","vegetative",8,237
"37","conventional",2020-09-03,"2020","Sep",3.15088229805257,0.417826273699329,3.3010189990928,0.424274853277911,5,24.8334,13.84,NA,0.209,"cover crop","vegetative","vegetative",9,247
"38","conventional",2020-09-08,"2020","Sep",2.95408254939948,0.586059952449258,2.48973474565908,0.283825397687029,5,25.902875,8.8375,NA,0.21,"cover crop","vegetative","vegetative",9,252
"39","conventional",2020-09-15,"2020","Sep",0.230159662923388,0.0187245836087056,0.166362936801607,0.0412639040715496,5,19.2595,9.05,NA,0.215,"cover crop","vegetative","vegetative",9,259
"40","conventional",2020-09-21,"2020","Sep",1.04339903464454,0.34062281556667,1.2588612561995,0.281891201276235,5,20.139,6.35,NA,0.2075,"cover crop","vegetative","vegetative",9,265
"41","conventional",2020-09-30,"2020","Sep",3.15183615928774,1.14486346779074,0.889958943198138,0.316402329603554,5,20.3891,16.77,NA,0.259,"cover crop","vegetative","vegetative",9,274
"42","conventional",2020-10-05,"2020","Oct",1.56289799914061,0.137211392896987,0.546606151171773,0.309058703847462,5,17,12.77,NA,0.286,"cover crop","vegetative","vegetative",10,279
"43","conventional",2020-10-20,"2020","Oct",1.36483216754871,0.207386871187854,-0.0297499082676195,0.305850032638038,5,19.99975,14.6375,NA,0.32375,"cover crop","vegetative","vegetative",10,294
"44","conventional",2020-11-02,"2020","Nov",1.09782385425484,0.543729787321528,-0.992065319526155,0.183030725425378,5,5.3475,19.2625,NA,0.3125,"cover crop","fall hardening","mature",11,307
"45","conventional",2020-11-08,"2020","Nov",1.55565349265487,0.118292655031433,-2.2779589501369,0.261536906494347,5,17.9631666666667,12,NA,0.375,"cover crop","fall hardening","mature",11,313
"46","organic",2019-04-15,"2019","Apr",0.577489053079352,0.334017704240915,0.186830268506791,0.642473641242005,5,8.055,25.35,NA,NA,"cover crop","dormant","dormant",4,105
"47","organic",2019-04-21,"2019","Apr",1.90935422445059,0.181376485338379,-2.1686517158833,0.557714279194702,5,15.444,23.89,NA,NA,"cover crop","dormant","dormant",4,111
"48","organic",2019-04-29,"2019","Apr",1.40584240368268,0.160804073899016,-1.26036165305948,0.541580780202854,5,12.5,27.09,NA,NA,"cover crop","spring growth","regrowth",4,119
"49","organic",2019-05-15,"2019","May",-0.149819579431079,0.341386003285292,0.322478574875854,0.367522887473806,5,16.115,25.87,NA,NA,"soybean","emergence","early",5,135
"50","organic",2019-05-22,"2019","May",0.919995145502958,0.687542016803236,-0.178872611476542,0.595076355370407,5,16.998,16.49,NA,NA,"soybean","vegetative","vegetative",5,142
"51","organic",2019-05-28,"2019","May",4.4489931874327,0.450225229241081,3.21263700739966,0.861109857953836,5,18.89,22.5,NA,NA,"soybean","vegetative","vegetative",5,148
"52","organic",2019-05-30,"2019","May",4.75668076885108,0.188036809200326,1.77579160515871,0.500551441664717,5,23.89,19.34,NA,NA,"soybean","vegetative","vegetative",5,150
"53","organic",2019-06-09,"2019","Jun",9.70635205906434,3.32156128462005,-0.652298387674762,1.93471085429017,5,22.5,12.325,NA,NA,"soybean","vegetative","vegetative",6,160
"54","organic",2019-06-19,"2019","Jun",4.22757537370163,2.59682623586945,0.180656519514481,1.20980075004007,5,23.33,16.99,NA,NA,"soybean","vegetative","vegetative",6,170
"55","organic",2019-06-25,"2019","Jun",7.19656952820997,0.329770335173729,-10.0516844289915,1.0868628232409,5,24.725,20.31,NA,NA,"soybean","flowering","reproductive",6,176
"56","organic",2019-07-02,"2019","Jul",10.8771357730109,3.19918941894978,-16.2447224102292,1.15951851220315,5,25.56,7.24,NA,NA,"soybean","flowering","reproductive",7,183
"57","organic",2019-07-07,"2019","Jul",9.39025820208054,1.80759610111097,-9.63648598969212,4.81966350847115,5,22.905,16.425,NA,NA,"soybean","pod_development","grain_fill",7,188
"58","organic",2019-07-15,"2019","Jul",11.920840105031,2.04381532566233,-11.2235007414783,0.704089562320092,5,28.499,3.76,41.32,0.781,"soybean","pod_development","grain_fill",7,196
"59","organic",2019-07-18,"2019","Jul",12.548491202981,2.13349056930726,-14.0153504086113,1.12714396797013,5,31.11,6.4,46.9666666666667,0.853333333333333,"soybean","pod_development","grain_fill",7,199
"60","organic",2019-07-28,"2019","Jul",16.0233661092919,3.49279425689284,-11.5177885648847,0.519594868573512,5,29.613,9.46,38.91,0.843,"soybean","seed_fill","grain_fill",7,209
"61","organic",2019-08-05,"2019","Aug",15.0056499777356,3.88614603176371,-6.5689678758689,2.88877567749399,5,25.3733333333333,14,39.4833333333333,0.851666666666667,"soybean","seed_fill","grain_fill",8,217
"62","organic",2019-08-12,"2019","Aug",22.0146721646611,4.94296675500277,-3.94010303673301,2.2422590817577,5,24.16625,6.9,42.3375,NA,"soybean","seed_fill","grain_fill",8,224
"63","organic",2019-08-20,"2019","Aug",26.9034822242899,9.37987428163852,-1.92825692616817,5.04292704792699,5,26.575,21.05,39.9666666666667,0.853333333333333,"soybean","maturity","mature",8,232
"64","organic",2019-08-27,"2019","Aug",24.1979853198975,9.11747543483713,-4.80219693850287,1.29270585902095,5,25.5,11.22,42.37,0.831,"soybean","maturity","mature",8,239
"65","organic",2019-09-03,"2019","Sep",19.973735746,3.56192693763997,-12.4506292168,3.93073626972245,5,23.831,12.36,40.2,0.815,"soybean","maturity","mature",9,246
"66","organic",2019-09-12,"2019","Sep",14.3075235600334,3.24221219896763,-3.98360246579598,2.01140161291997,5,17.57,16.95,20.2625,0.6625,"soybean","senescence","mature",9,255
"67","organic",2019-09-18,"2019","Sep",10.1861852019462,2.44844562244377,4.36941425224607,0.719315492619122,5,16.25125,10.9875,19.9,0.4975,"soybean","senescence","mature",9,261
"68","organic",2019-09-25,"2019","Sep",6.75299535641033,1.11398614023657,4.80782414426081,0.895111101284529,5,21.4816666666667,8.51666666666667,17.35,0.366666666666667,"soybean","senescence","mature",9,268
"69","organic",2019-10-02,"2019","Oct",4.67789737118632,0.418031200557227,4.48340917243005,0.368510418999329,5,9.165,20.4525,17.6,0.315,"soybean","senescence","mature",10,275
"70","organic",2019-10-07,"2019","Oct",5.96250309090083,0.698615319465506,6.47036494144136,0.641609653658337,5,16.778,23.3,NA,0.281,"soybean","senescence","mature",10,280
"71","organic",2019-10-14,"2019","Oct",2.77441532821727,0.34224973067435,2.75562515747919,0.259849148466528,5,10.835,16.95,NA,0.218,"soybean","senescence","mature",10,287
"72","organic",2019-10-23,"2019","Oct",2.27509286723569,0.329047452974261,2.55412562494998,0.438056884028252,5,14.58625,21.6625,NA,0.18875,"soybean","senescence","mature",10,296
"73","organic",2019-10-28,"2019","Oct",2.52081819240044,0.280275932254423,2.56874178908231,0.317059862304106,5,14.93,22.7625,NA,0.185,"soybean","senescence","mature",10,301
"74","organic",2019-11-04,"2019","Nov",1.43895185066931,0.141145939189718,1.60618996287657,0.131076367001169,5,12.78,19.84,NA,0.18,"soybean","senescence","mature",11,308
"75","organic",2020-04-21,"2020","Apr",3.18412386141851,0.598681198565195,1.70746128269264,0.556672625087336,5,5.278,24.3375,NA,0.21375,"barley","tillering","vegetative",4,112
"76","organic",2020-04-28,"2020","Apr",4.20737206663228,0.35735031406446,1.4509790248763,0.700411922740351,5,14.096875,24.7375,NA,0.27625,"barley","tillering","vegetative",4,119
"77","organic",2020-05-11,"2020","May",7.80732895953696,1.71100272487759,-0.428097863994801,1.50028031552363,5,10.7221,21.83,29.97,0.454,"barley","stem_elongation","reproductive",5,132
"78","organic",2020-05-19,"2020","May",8.08428488577359,0.347820880976214,-3.766597520335,0.223224303112435,5,20.2778333333333,13.0833333333333,34.8166666666667,0.545,"barley","stem_elongation","reproductive",5,140
"79","organic",2020-05-25,"2020","May",11.737586608456,1.00930891000753,-5.51859321255958,2.00107716137147,5,27.08325,5.325,38,0.7025,"barley","stem_elongation","reproductive",5,146
"80","organic",2020-06-07,"2020","Jun",10.2314917117686,0.761688966603078,-6.24084101608865,0.60340129051398,5,23.889,1.13333333333333,33.7666666666667,0.573333333333333,"barley","heading","reproductive",6,159
"81","organic",2020-06-15,"2020","Jun",10.870602492113,0.674216834326725,-3.72045128345291,1.61636920817046,5,24.1668333333333,1.96666666666667,33.95,0.508333333333333,"barley","grain_fill","grain_fill",6,167
"82","organic",2020-06-22,"2020","Jun",7.88343244074429,0.62992519991588,0.69765375082127,0.322576013309595,5,30.0001666666667,0.333333333333333,34.6666666666667,NA,"barley","grain_fill","grain_fill",6,174
"83","organic",2020-06-30,"2020","Jun",7.30921593669025,0.983835413268572,1.94795438831594,1.76028458858834,5,24.3055,4.55,21.175,0.29625,"barley","grain_fill","grain_fill",6,182
"84","organic",2020-07-05,"2020","Jul",9.41120341992517,0.963789173125705,2.50554545801842,1.58969386385298,5,28.8334,8.71,25.24,0.238,"barley","maturity","mature",7,187
"85","organic",2020-07-14,"2020","Jul",7.44713962822946,0.753012472441693,0.207776450014376,1.1669348699359,5,26.11125,4.6625,28.4625,0.4175,"cover crop","establishment","early",7,196
"86","organic",2020-08-05,"2020","Aug",8.86917041833913,0.508666881511211,-3.7988169726405,1.1878103665266,5,24.6667,14.07,34.39,0.64,"cover crop","rapid growth","vegetative",8,218
"87","organic",2020-08-17,"2020","Aug",8.32319682161555,0.983422811240979,-2.59090053135133,1.51557123942004,5,25.0933333333333,5.85,34.8166666666667,0.728333333333333,"cover crop","rapid growth","vegetative",8,230
"88","organic",2020-08-20,"2020","Aug",6.1651737326447,1.00508944261459,-1.32468884813965,1.56693080891721,5,26.875125,2.675,33.825,0.6875,"cover crop","rapid growth","vegetative",8,233
"89","organic",2020-08-25,"2020","Aug",7.4766515863726,0.77891986118419,-1.82540930965064,3.34494925186682,5,21.6666666666667,2.73333333333333,31.05,0.703333333333333,"cover crop","rapid growth","vegetative",8,238
"90","organic",2020-09-07,"2020","Sep",12.2613859887843,0.31044915049596,-2.18006614846921,1.4874706109099,5,26.2222,12.41,26.74,0.389,"cover crop","rapid growth","vegetative",9,251
"91","organic",2020-09-17,"2020","Sep",6.84375962371958,0.356034742406335,-2.95996751844665,2.03279592900652,5,18.749875,8.225,29.7875,0.39375,"alfalfa hay","rapid growth","vegetative",9,261
"92","organic",2020-09-20,"2020","Sep",2.37870609057287,0.266130799296056,1.04469187319864,0.642351516763964,5,14.86125,5.825,36.6625,0.3725,"alfalfa hay","rapid growth","vegetative",9,264
"93","organic",2020-09-23,"2020","Sep",2.83515432664558,0.481931772110916,1.23198801552662,0.973545901370834,5,22.986125,6.775,34.7,0.33,"alfalfa hay","rapid growth","vegetative",9,267
"94","organic",2020-09-29,"2020","Sep",3.32658894241287,0.3762427064063,2.51257535847306,1.22210357038422,5,18.6115,23.025,47.375,0.4125,"alfalfa hay","rapid growth","vegetative",9,273
"95","organic",2020-10-06,"2020","Oct",2.0224605292053,0.33657676694913,-0.300824308464654,0.633689588072279,5,18.9813333333333,15.8333333333333,39.6666666666667,0.371666666666667,"alfalfa hay","rapid growth","vegetative",10,280
"96","organic",2020-10-19,"2020","Oct",1.58180004821649,0.611699991277389,0.150686191850481,0.630003982034352,5,18.3333,17.85,38.79,0.416,"alfalfa hay","rapid growth","vegetative",10,293
"97","organic",2020-10-26,"2020","Oct",1.67712618178811,0.274523435684664,-0.377080690435032,0.621732809766226,5,11.3332,18.6,40.66,0.487,"alfalfa hay","rapid growth","vegetative",10,300
"98","organic",2020-11-05,"2020","Nov",2.32642416289527,0.43992182758597,-0.299810712885154,0.637901858672935,5,21.2778,19.81,35.57,0.472,"alfalfa hay","fall hardening","mature",11,310
