management,date,ndvi,soilt_avg,soil_temp_smooth,ndvi_smooth,stage
conventional,9/5/20,0.582863385,18.24031061,18.8594768,0.601310722,vegetative
conventional,9/6/20,0.574652894,18.27832573,18.88547724,0.592095279,vegetative
conventional,9/7/20,0.56697778,19.19547313,19.06064525,0.583382311,vegetative
conventional,9/8/20,0.559854492,20.65337151,19.19325585,0.575188271,vegetative
conventional,9/9/20,0.553299481,21.51683555,19.57686331,0.567529606,vegetative
conventional,9/10/20,0.547329197,21.1139641,20.151594,0.560422769,vegetative
conventional,9/11/20,0.54196009,19.10730276,20.31738941,0.553884208,vegetative
conventional,9/12/20,0.53720861,16.83826162,19.84594711,0.547930374,vegetative
conventional,9/13/20,0.533088211,17.19545358,19.15436352,0.542577118,vegetative
conventional,9/14/20,0.529578386,17.36955787,18.32490799,0.537832899,vegetative
conventional,9/15/20,0.526623877,15.42701548,17.18751826,0.533691835,vegetative
conventional,9/16/20,0.524166175,15.91162182,16.54838207,0.530133052,vegetative
conventional,9/17/20,0.522146767,17.14562187,16.60985412,0.527120683,vegetative
conventional,9/18/20,0.520507145,15.7196665,16.31469671,0.52460447,vegetative
conventional,9/19/20,0.519188798,12.96657317,15.43409977,0.522526552,vegetative
conventional,9/20/20,0.518133213,11.92164828,14.73302633,0.52082842,vegetative
conventional,9/21/20,0.517281882,11.75757728,13.90221742,0.519451561,vegetative
conventional,9/22/20,0.516576293,11.95550125,12.8641933,0.518337466,vegetative
conventional,9/23/20,0.515957936,14.56088942,12.63243788,0.517427624,vegetative
conventional,9/24/20,0.515368301,15.94548283,13.22821981,0.516663525,vegetative
conventional,9/25/20,0.514748875,17.06644823,14.2571798,0.515986657,vegetative
conventional,9/26/20,0.51404115,17.93182804,15.49202995,0.515338511,vegetative
conventional,9/27/20,0.513186613,18.84526795,16.86998329,0.514660575,vegetative
conventional,9/28/20,0.512126756,19.3302351,17.82385243,0.513894339,vegetative
conventional,9/29/20,0.510806875,18.83012598,18.40078106,0.512982054,vegetative
conventional,9/30/20,0.509215469,16.85443498,18.35837841,0.511875373,flowering
conventional,10/1/20,0.507385228,15.91050404,17.95411361,0.510544188,flowering
conventional,10/2/20,0.505352984,13.72262209,16.92958444,0.508977462,flowering
conventional,10/3/20,0.503155567,11.9475585,15.45304912,0.507183225,flowering
conventional,10/4/20,0.500829808,11.29175879,13.94537568,0.505187811,flowering
conventional,10/5/20,0.498412538,11.93547012,12.96158271,0.503027225,flowering
conventional,10/6/20,0.495940587,13.1946312,12.41840814,0.500738297,flowering
conventional,10/7/20,0.493450786,13.61455434,12.39679459,0.498357857,flowering
conventional,10/8/20,0.490979966,12.00524387,12.40833166,0.495922737,flowering
conventional,10/9/20,0.488564958,11.05704095,12.3613881,0.493469767,flowering
conventional,10/10/20,0.486242593,14.24034573,12.82236322,0.491035778,flowering
conventional,10/11/20,0.4840497,14.03170428,12.98977783,0.488657601,flowering
conventional,10/12/20,0.482023112,11.22828914,12.51252479,0.486372066,flowering
conventional,10/13/20,0.480199658,10.32350971,12.17617796,0.484216004,flowering
conventional,10/14/20,0.47861617,11.30281998,12.22533377,0.482226247,flowering
conventional,10/15/20,0.477306911,12.49553833,11.87637229,0.48043911,flowering
conventional,10/16/20,0.476277024,11.97059188,11.46414981,0.478884575,flowering
conventional,10/17/20,0.475501865,9.304573313,11.07940664,0.477580326,flowering
conventional,10/18/20,0.474953999,8.563524659,10.72740963,0.476531194,flowering
conventional,10/19/20,0.47460599,10.55950969,10.57874757,0.475729158,flowering
conventional,10/20/20,0.474430402,12.60863719,10.60136735,0.475153856,flowering
conventional,10/21/20,0.474399801,14.06490685,11.02023034,0.474778411,flowering
conventional,10/22/20,0.47448675,15.11269237,12.18185415,0.474575388,flowering
conventional,10/23/20,0.474663815,15.02550651,13.47425052,0.474517352,flowering
conventional,10/24/20,0.474903559,14.00611307,14.1635712,0.474576865,flowering
conventional,10/25/20,0.475178548,9.808237092,13.60349118,0.474726495,seed production
conventional,10/26/20,0.475461346,8.707279142,12.53196564,0.474938804,seed production
conventional,10/27/20,0.475724517,9.288499053,11.36712697,0.475186357,seed production
conventional,10/28/20,0.475940626,8.155607557,9.993147183,0.475441719,seed production
conventional,10/29/20,0.476082238,7.180390851,8.628002739,0.475677455,seed production
conventional,10/30/20,0.476121918,4.678220685,7.601999458,0.475866129,seed production
conventional,10/31/20,0.476033932,2.568821128,6.374307855,0.475980646,seed production
conventional,11/1/20,0.475811865,4.507029947,5.418014034,0.475998116,seed production
conventional,11/2/20,0.475469063,3.623589373,4.511610397,0.475903803,seed production
conventional,11/3/20,0.475020721,3.244351323,3.724402491,0.4756915,seed production
conventional,11/4/20,0.474482035,3.517888641,3.492336082,0.475363523,seed production
conventional,11/5/20,0.473868202,8.029557641,4.584483385,0.474930377,seed production
conventional,11/6/20,0.473194418,10.50314833,5.783707062,0.474406888,seed production
conventional,11/7/20,0.472475879,10.99748208,7.258485603,0.473808251,seed production
conventional,11/8/20,0.471727781,10.67983597,8.745582532,0.473149663,seed production
conventional,11/9/20,0.47096532,10.45366662,10.13273813,0.47244632,seed production
conventional,11/10/20,0.470203692,11.27118462,10.78106352,0.471713418,seed production
conventional,11/11/20,0.469458094,13.70145744,11.42072535,0.470966153,seed production
conventional,11/12/20,0.468743721,11.78144727,11.57751838,0.470219722,seed production
conventional,11/13/20,0.468075771,7.761160628,10.99378332,0.46948932,seed production
conventional,11/14/20,0.467469438,5.860259946,10.07510198,0.468790143,seed production
conventional,11/15/20,0.466939919,4.436094538,8.708083964,0.468137389,seed production
conventional,11/16/20,0.466501326,6.085861301,7.184964737,0.467546035,seed production
conventional,11/17/20,0.466155463,4.448286947,5.718332672,0.467028383,seed production
conventional,11/18/20,0.465891547,1.809868749,4.528074296,0.466591539,seed production
conventional,11/19/20,0.465697617,0.837891833,3.523600674,0.466237174,mature
conventional,11/20/20,0.46556171,4.379651721,3.51231211,0.465961533,mature
conventional,11/21/20,0.465471863,6.025125043,3.500164859,0.46575564,mature
conventional,11/22/20,0.465416114,3.712535874,3.353014644,0.46560777,mature
conventional,11/23/20,0.4653825,5.020766274,3.995194149,0.465505961,mature
conventional,11/24/20,0.465359059,2.872476514,4.402111085,0.465438249,mature
conventional,11/25/20,0.465333829,2.876980162,4.101576773,0.465392673,mature
conventional,11/26/20,0.465294848,6.520853058,4.200722376,0.46535727,mature
conventional,11/27/20,0.465230152,7.296239154,4.917463032,0.465320078,mature
conventional,11/28/20,0.465127779,5.543461259,5.022002029,0.465269133,mature
conventional,11/29/20,0.464975768,4.215204175,5.290547562,0.465192475,mature
conventional,11/30/20,0.464762155,5.696187909,5.854389111,0.46507814,mature
conventional,12/1/20,0.464474979,8.769283946,6.304075289,0.464914167,mature
conventional,12/2/20,0.464100869,4.314701732,5.707767804,0.46468831,mature
conventional,12/3/20,0.463610499,3.167499399,5.232575432,0.464384854,mature
conventional,12/4/20,0.462958218,4.481996075,5.285933812,0.463981344,mature
conventional,12/5/20,0.462096846,3.669680532,4.880632337,0.463448282,mature
conventional,12/6/20,0.460979201,1.557453251,3.438266198,0.462749127,mature
conventional,12/7/20,0.459558103,0.7274635,2.720818551,0.461840573,mature
conventional,12/8/20,0.457786372,0.267263269,2.140771325,0.460675748,mature
conventional,12/9/20,0.455616828,-0.048438295,1.234684451,0.45920747,mature
conventional,12/10/20,0.453002289,0.248907344,0.550529814,0.457388559,mature
conventional,12/11/20,0.449895575,0.479410346,0.334921233,0.455171833,mature
conventional,12/12/20,0.446249507,1.596008952,0.508630323,0.452510114,mature
conventional,12/13/20,0.442016903,4.646303511,1.384438372,0.44935622,mature
conventional,12/14/20,0.437150583,2.29941179,1.854008389,0.445662971,mature
conventional,12/15/20,0.431603366,0.818816996,1.967990319,0.441383187,mature
conventional,12/16/20,0.425328072,-0.260196273,1.820068995,0.436469686,mature
conventional,12/17/20,0.418277521,-0.51037151,1.398792903,0.430875289,mature
conventional,12/18/20,0.410414151,-0.323662663,0.404799668,0.424554739,dormant
conventional,12/19/20,0.401809511,-0.236693287,-0.102421347,0.417486524,dormant
conventional,12/20/20,0.392646765,-0.132256015,-0.29263595,0.409695204,dormant
conventional,12/21/20,0.383119534,0.024491088,-0.235698477,0.401253496,dormant
conventional,12/22/20,0.373421439,0.163304822,-0.100963211,0.39228228,dormant
conventional,12/23/20,0.363746099,0.294122235,0.022593769,0.38294867,dormant
conventional,12/24/20,0.354287137,0.684862868,0.206905,0.373444195,dormant
conventional,12/25/20,0.345238172,4.965240097,1.226404222,0.363962476,dormant
conventional,12/26/20,0.336792826,1.164891259,1.454484256,0.354697135,dormant
conventional,12/27/20,0.329144718,-0.029030625,1.416017167,0.34584179,dormant
conventional,12/28/20,0.322487469,0.079369243,1.373066568,0.337590064,dormant
conventional,12/29/20,0.317014701,0.09701794,1.255497583,0.330135577,dormant
conventional,12/30/20,0.312920033,-0.359301313,0.190589301,0.323671949,dormant
conventional,12/31/20,0.310397086,0.041269875,-0.034134976,0.318392801,dormant
conventional,1/1/21,0.309620058,-0.09436121,-0.047201093,0.314487869,dormant
conventional,1/2/21,0.310542837,0.195924616,-0.023890018,0.312098943,dormant
conventional,1/3/21,0.312893942,-0.145119651,-0.072317537,0.311274791,dormant
conventional,1/4/21,0.316380778,-0.116624101,-0.023782094,0.31196694,dormant
conventional,1/5/21,0.320710751,-0.131585503,-0.05835317,0.314029673,dormant
conventional,1/6/21,0.325591266,-0.199421867,-0.079365301,0.317223915,dormant
conventional,1/7/21,0.33072973,-0.365530952,-0.191656415,0.321261293,dormant
conventional,1/8/21,0.335833547,-0.590876325,-0.28080775,0.325849214,dormant
conventional,1/9/21,0.340610124,-0.913511896,-0.440185309,0.330695084,dormant
conventional,1/10/21,0.344766867,-1.002478027,-0.614363813,0.335506307,dormant
conventional,1/11/21,0.34801118,-1.184976403,-0.811474721,0.33999029,dormant
conventional,1/12/21,0.35005047,-1.198863729,-0.978141276,0.343854438,dormant
conventional,1/13/21,0.350592142,-1.167850876,-1.093536186,0.346806157,dormant
conventional,1/14/21,0.349343602,-0.956764921,-1.102186791,0.348552852,dormant
conventional,1/15/21,0.346012256,-0.960803095,-1.093851805,0.34880193,dormant
conventional,1/16/21,0.340305509,-0.66315999,-0.989488522,0.347260796,dormant
conventional,1/17/21,0.331953246,-0.612445656,-0.872204908,0.343641351,dormant
conventional,1/18/21,0.320940318,-0.591915909,-0.757017914,0.337710986,dormant
conventional,1/19/21,0.3075124,-0.658886337,-0.697442197,0.329344746,dormant
conventional,1/20/21,0.291939602,-0.762686157,-0.65781881,0.318530215,dormant
conventional,1/21/21,0.274492033,-0.932848438,-0.711756499,0.30536752,dormant
conventional,1/22/21,0.255439802,-0.882960224,-0.765859413,0.290064831,dormant
conventional,1/23/21,0.235053019,-1.009748522,-0.849425936,0.272887371,dormant
conventional,1/24/21,0.213601793,-1.540040716,-1.025656811,0.25410525,dormant
conventional,1/25/21,0.191356234,-1.489706739,-1.171060928,0.233988576,dormant
conventional,1/26/21,0.168586451,-1.398148998,-1.26412104,0.21280746,dormant
conventional,1/27/21,0.145562552,-1.236457411,-1.334820477,0.19083201,dormant
conventional,1/28/21,0.122554649,-1.20971686,-1.374814145,0.168332336,dormant
conventional,1/29/21,0.099832849,-1.394162003,-1.345638402,0.145578547,dormant
conventional,1/30/21,0.077667262,-1.501356188,-1.347968292,0.122840753,dormant
conventional,1/31/21,0.056327998,-1.581497494,-1.384637991,0.100389062,dormant
conventional,2/1/21,0.036085165,-1.505955839,-1.438537677,0.078493585,dormant
conventional,2/2/21,0.017200791,-1.354361359,-1.467466577,0.057422813,dormant
conventional,2/3/21,-0.000154779,-1.27925609,-1.444485394,0.037425287,dormant
conventional,2/4/21,-0.015904987,-1.229370578,-1.390088272,0.018710838,dormant
conventional,2/5/21,-0.029982062,-1.190190458,-1.311826865,0.001448826,dormant
conventional,2/6/21,-0.04231823,-1.137901847,-1.238216066,-0.014231853,dormant
conventional,2/7/21,-0.05284572,-1.144101445,-1.196164084,-0.028241156,dormant
conventional,2/8/21,-0.061496759,-1.140600665,-1.168432999,-0.040509552,dormant
conventional,2/9/21,-0.068203576,-1.143727207,-1.151304324,-0.050969269,dormant
conventional,2/10/21,-0.072898397,-1.113552078,-1.135976648,-0.059552536,dormant
conventional,2/11/21,-0.075513452,-1.092419847,-1.126880248,-0.066191581,dormant
conventional,2/12/21,-0.075980967,-1.092452908,-1.116550541,-0.07081863,dormant
conventional,2/13/21,-0.074233171,-1.095446332,-1.107519674,-0.073365913,dormant
conventional,2/14/21,-0.070202292,-1.06490531,-1.091755295,-0.073765656,dormant
conventional,2/15/21,-0.063820556,-1.029648209,-1.074974521,-0.071950088,dormant
conventional,2/16/21,-0.055020193,-0.978905821,-1.052271716,-0.067851436,dormant
conventional,2/17/21,-0.04373343,-0.963011408,-1.026383416,-0.061401928,dormant
conventional,2/18/21,-0.029906973,-0.978513225,-1.002996795,-0.052536689,dormant
conventional,2/19/21,-0.013651752,-0.95627346,-0.981270425,-0.041226581,dormant
conventional,2/20/21,0.004753305,-0.929362917,-0.961213366,-0.027511809,dormant
conventional,2/21/21,0.025013534,-0.929065847,-0.951245371,-0.011505063,dormant
conventional,2/22/21,0.04683427,-0.929027065,-0.944448503,0.006608477,dormant
conventional,2/23/21,0.069920848,-0.882744932,-0.925294844,0.026574041,dormant
conventional,2/24/21,0.093978603,-0.831076765,-0.900255505,0.048100112,dormant
conventional,2/25/21,0.11871287,-0.78675348,-0.871733618,0.070892025,dormant
conventional,2/26/21,0.143828985,-0.789385462,-0.843797541,0.094655115,dormant
conventional,2/27/21,0.169032282,-0.77169385,-0.812330898,0.119094718,dormant
conventional,2/28/21,0.194028097,-0.726857964,-0.781153504,0.143916167,dormant
conventional,3/1/21,0.218521765,-0.683487638,-0.751635679,0.1688248,dormant
conventional,3/2/21,0.242218621,-0.756299718,-0.745544926,0.19352595,dormant
conventional,3/3/21,0.264824001,-0.819815381,-0.75163091,0.217724953,dormant
conventional,3/4/21,0.286043238,-0.78254269,-0.753800678,0.241127144,dormant
conventional,3/5/21,0.30558167,-0.851844136,-0.778797913,0.263437859,dormant
conventional,3/6/21,0.323161356,-0.920165523,-0.82613349,0.284365777,dormant
conventional,3/7/21,0.338694067,-0.989740197,-0.872821585,0.303660866,dormant
conventional,3/8/21,0.352285647,-1.025405312,-0.913939572,0.321153196,dormant
conventional,3/9/21,0.364060116,-0.973964596,-0.952223953,0.336756571,dormant
conventional,3/10/21,0.374141498,-0.855495119,-0.952954149,0.350468537,dormant
conventional,3/11/21,0.382653813,-0.235546096,-0.816030264,0.362367028,dormant
conventional,3/12/21,0.389721084,0.646317021,-0.48881882,0.372572432,dormant
conventional,3/13/21,0.395467332,-0.285647138,-0.340867186,0.381208769,dormant
conventional,3/14/21,0.40001658,-0.353589042,-0.216792075,0.388400061,dormant
conventional,3/15/21,0.40349285,-0.964339558,-0.238560963,0.394270332,dormant
conventional,3/16/21,0.406020163,-1.160466337,-0.423545011,0.398943602,dormant
conventional,3/17/21,0.407722542,-0.638568624,-0.68052214,0.402543893,dormant
conventional,3/18/21,0.408724008,-0.145602767,-0.652513266,0.405195229,dormant
conventional,3/19/21,0.409148584,-0.427734598,-0.667342377,0.407021629,dormant
conventional,3/20/21,0.409120291,-0.263037666,-0.527081998,0.408147118,dormant
conventional,3/21/21,0.408763152,0.651549037,-0.164678924,0.408695715,dormant
conventional,3/22/21,0.408198684,1.26898942,0.216832685,0.408790944,dormant
conventional,3/23/21,0.407520021,2.2965336,0.705259959,0.408550146,dormant
conventional,3/24/21,0.406791251,3.796738958,1.55015467,0.40807868,rapid growth
conventional,3/25/21,0.406073745,7.669565773,3.136675358,0.407469371,rapid growth
conventional,3/26/21,0.405428873,9.436519003,4.893669351,0.406802515,rapid growth
conventional,3/27/21,0.404918005,7.063042895,6.052480046,0.406146379,rapid growth
conventional,3/28/21,0.40460251,5.839150365,6.761003399,0.405562877,rapid growth
conventional,3/29/21,0.40454376,4.087317483,6.819119104,0.405113379,rapid growth
conventional,3/30/21,0.404803123,3.511551952,5.98751634,0.404859254,rapid growth
conventional,3/31/21,0.40544197,6.372054672,5.374623473,0.404861874,rapid growth
conventional,4/1/21,0.406521671,4.566878096,4.875390514,0.405182607,rapid growth
conventional,4/2/21,0.408103595,1.111073828,3.929775206,0.405882824,rapid growth
conventional,4/3/21,0.410249114,0.77602253,3.267516216,0.407023895,rapid growth
conventional,4/4/21,0.413019596,2.100607332,2.985327292,0.408667189,rapid growth
conventional,4/5/21,0.416476411,4.700692987,2.651054955,0.410874077,rapid growth
conventional,4/6/21,0.420680931,5.999993658,2.937678067,0.413705929,rapid growth
conventional,4/7/21,0.4256908,7.363417562,4.188146814,0.41722337,rapid growth
conventional,4/8/21,0.431521423,9.194438314,5.871829971,0.421477832,rapid growth
conventional,4/9/21,0.438144992,10.02181404,7.456071312,0.426502911,rapid growth
conventional,4/10/21,0.445529653,11.01321143,8.718575001,0.43231356,rapid growth
conventional,4/11/21,0.45364355,10.46166994,9.610910257,0.438906084,rapid growth
conventional,4/12/21,0.462454827,6.868659353,9.511958615,0.446258889,rapid growth
conventional,4/13/21,0.471931629,7.487870471,9.170645047,0.45434093,rapid growth
conventional,4/14/21,0.482042101,9.936698135,9.153621866,0.463120352,rapid growth
conventional,4/15/21,0.492754387,7.978347158,8.546649011,0.472565299,rapid growth
conventional,4/16/21,0.504036631,4.347318824,7.323778788,0.482643915,rapid growth
conventional,4/17/21,0.515856979,4.228309727,6.795708863,0.493324345,rapid growth
conventional,4/18/21,0.528183575,5.738515393,6.445837847,0.504574735,rapid growth
conventional,4/19/21,0.540984563,7.056770341,5.869852289,0.516363227,rapid growth
conventional,4/20/21,0.554228088,8.104450003,5.895072858,0.528657967,rapid growth
conventional,4/21/21,0.567882295,7.278254763,6.481260045,0.5414271,rapid growth
conventional,4/22/21,0.581915329,3.557823515,6.347162803,0.55463877,rapid growth
conventional,4/23/21,0.596293456,4.515615956,6.102582916,0.568260746,rapid growth
conventional,4/24/21,0.610961666,7.462658024,6.183760452,0.582256167,rapid growth
conventional,4/25/21,0.625843177,8.458543078,6.254579067,0.596579185,rapid growth
conventional,4/26/21,0.640859166,6.63136762,6.125201639,0.611174559,rapid growth
conventional,4/27/21,0.655930813,7.483284648,6.910293865,0.625977656,rapid growth
conventional,4/28/21,0.670979296,10.83334606,8.173839886,0.640914824,rapid growth
conventional,4/29/21,0.685925794,11.91145183,9.063598647,0.655907649,rapid growth
conventional,4/30/21,0.700691485,10.0304057,9.377971172,0.670877311,rapid growth
conventional,5/1/21,0.715197549,7.371955252,9.526088698,0.685744987,rapid growth
conventional,5/2/21,0.729365163,9.456585741,9.920748917,0.700431857,rapid growth
conventional,5/3/21,0.743115506,10.31634467,9.817348639,0.714859099,rapid growth
conventional,5/4/21,0.756369758,10.1989782,9.474853913,0.728947892,rapid growth
conventional,5/5/21,0.769049096,9.801750358,9.429122844,0.742619414,rapid growth
conventional,5/6/21,0.7810747,9.138212538,9.782374301,0.755794845,rapid growth
conventional,5/7/21,0.792367747,9.181279675,9.727313088,0.768395361,rapid growth
conventional,5/8/21,0.802849417,8.471193409,9.358282836,0.780342144,rapid growth
conventional,5/9/21,0.812443246,8.369812266,8.992449649,0.791556841,rapid growth
conventional,5/10/21,0.821099512,8.591238753,8.750347328,0.801966924,rapid growth
conventional,5/11/21,0.82879585,8.711250321,8.664954885,0.811511154,rapid growth
conventional,5/12/21,0.835512458,8.52798392,8.534295734,0.820140097,rapid growth
conventional,5/13/21,0.841229532,9.432286755,8.726514403,0.82781612,rapid growth
conventional,5/14/21,0.845927272,10.69938137,9.192428224,0.834512925,rapid growth
conventional,5/15/21,0.849585873,11.83153798,9.840488069,0.840210197,rapid growth
conventional,5/16/21,0.852185534,12.79776042,10.65779009,0.844888134,rapid growth
conventional,5/17/21,0.853706451,12.92842374,11.53787805,0.848526932,rapid growth
conventional,5/18/21,0.854128824,14.15407238,12.48223518,0.851106791,rapid growth
conventional,5/19/21,0.853432848,15.7684734,13.49605358,0.852607906,rapid growth
conventional,5/20/21,0.851598722,16.25242441,14.38023087,0.853010476,rapid growth
conventional,5/21/21,0.848606644,17.1166746,15.24401371,0.852294698,rapid growth
conventional,5/22/21,0.844436809,18.13914197,16.28615735,0.850440769,rapid growth
conventional,5/23/21,0.839069417,17.96623208,17.04858929,0.847428888,rapid growth
conventional,5/24/21,0.832484665,14.76012057,16.84691873,0.843239251,rapid growth
conventional,5/25/21,0.824671235,15.35891161,16.66821617,0.837853754,rapid growth
conventional,5/26/21,0.815714052,18.56335904,16.95755305,0.831275236,rapid growth
conventional,5/27/21,0.805796495,17.38280481,16.80628562,0.823547173,rapid growth
conventional,5/28/21,0.795111165,13.22784155,15.85860752,0.814755522,rapid growth
conventional,5/29/21,0.783850664,8.913318173,14.68924704,0.805028722,rapid growth
conventional,5/30/21,0.772207594,8.255790885,13.26862289,0.794535994,rapid growth
conventional,5/31/21,0.760374557,9.249526834,11.40585645,0.783468095,termination
