management,date,Reco_se,NEE_se,Reco_gf_se,NEE_gf_se,month,NEE,NEE_gapfilled,Reco_gapfilled,GPP_gapfilled,VPD,ndvi,rh,precip,airt,year,Reco,GPP,soilt_avg,vwc_avg,doy,current_crop,current_plant_date,current_harvest_date,in_season,crop_type,tillage_event,last_tillage,days_since_tillage,fertilizer_event,last_fertilizer,days_since_fertilizer,herbicide_event,last_herbicide,days_since_herbicide,last_harvest,last_harvest_same_crop,days_since_last_harvest_same_crop,days_since_planting,days_to_harvest,days_since_season_end_harvest,days_since_last_harvest,crop_stage,crop_stage_simple
conventional,5/21/18,NA,NA,0.020569375,0.208109896,5,NA,1.207006427,3.191045833,1.984038521,NA,0.375705591,66.05090797,5.33E-08,15.51300837,2018,NA,NA,14.39939787,0.316975569,141,corn,5/10/18,NA,1,annual,NA,5/1/18,20,NA,3/20/18,62,NA,5/12/18,9,NA,NA,NA,11,NA,NA,NA,vegetative_early,vegetative
conventional,5/22/18,NA,NA,0.007122844,0.117534345,5,NA,2.209737285,3.169967292,0.960228333,NA,0.375671814,83.30308296,0.000155603,13.4203551,2018,NA,NA,12.94113955,0.309992262,142,corn,5/10/18,NA,1,annual,NA,5/1/18,21,NA,3/20/18,63,NA,5/12/18,10,NA,NA,NA,12,NA,NA,NA,vegetative_early,vegetative
conventional,5/23/18,NA,NA,0.017960931,0.228033195,5,NA,2.016257901,3.287982292,1.271723146,NA,0.378179636,74.61037122,1.80E-05,16.81135521,2018,NA,NA,14.43257349,0.304848523,143,corn,5/10/18,NA,1,annual,NA,5/1/18,22,NA,3/20/18,64,NA,5/12/18,11,NA,NA,NA,13,NA,NA,NA,vegetative_early,vegetative
conventional,5/24/18,NA,NA,0.014214668,0.257785443,5,NA,1.391803425,3.220230417,1.828423479,NA,0.383522248,62.0770069,5.36E-08,16.64939032,2018,NA,NA,15.17099533,0.287172607,144,corn,5/10/18,NA,1,annual,NA,5/1/18,23,NA,3/20/18,65,NA,5/12/18,12,NA,NA,NA,14,NA,NA,NA,vegetative_early,vegetative
conventional,5/25/18,NA,NA,0.019330582,0.263913886,5,NA,1.475296076,3.245311667,1.770013767,NA,0.391967324,62.55102112,1.81E-08,19.65374893,2018,NA,NA,16.46451626,0.271299306,145,corn,5/10/18,NA,1,annual,NA,5/1/18,24,NA,3/20/18,66,NA,5/12/18,13,NA,NA,NA,15,NA,NA,NA,vegetative_early,vegetative
conventional,5/26/18,NA,NA,0.014223797,0.293999747,5,NA,1.38432535,3.229515,1.845185958,NA,0.403493102,72.33114508,1.26E-05,21.30894782,2018,NA,NA,18.32758722,0.257852264,146,corn,5/10/18,NA,1,annual,NA,5/1/18,25,NA,3/20/18,67,NA,5/12/18,14,NA,NA,NA,16,NA,NA,NA,vegetative_early,vegetative
conventional,5/27/18,NA,NA,0.010739663,0.090039875,5,NA,2.42892969,2.957653958,0.528723717,NA,0.41778173,89.75216254,0.000155415,13.14390796,2018,NA,NA,15.15857913,0.261208225,147,corn,5/10/18,NA,1,annual,NA,5/1/18,26,NA,3/20/18,68,NA,5/12/18,15,NA,NA,NA,17,NA,NA,NA,vegetative_early,vegetative
conventional,5/28/18,NA,NA,0.020043165,0.154704584,5,NA,2.088963956,3.051800625,0.962834135,NA,0.434487619,85.73277122,2.91E-06,14.34539725,2018,NA,NA,13.63173312,0.263614049,148,corn,5/10/18,NA,1,annual,NA,5/1/18,27,NA,3/20/18,69,NA,5/12/18,16,NA,NA,NA,18,NA,NA,NA,vegetative_early,vegetative
conventional,5/29/18,NA,NA,0.022216777,0.232163214,5,NA,1.292024431,3.298706042,2.006680585,NA,0.453265181,75.49624003,1.29E-05,20.3552433,2018,NA,NA,17.06770334,0.254147721,149,corn,5/10/18,NA,1,annual,NA,5/1/18,28,NA,3/20/18,70,NA,5/12/18,17,NA,NA,NA,19,NA,NA,NA,vegetative_early,vegetative
conventional,5/30/18,NA,NA,0.019397102,0.247896998,5,NA,0.709173639,3.330087083,2.620915208,NA,0.473768827,68.03120725,1.28E-06,19.36987902,2018,NA,NA,17.80581396,0.241738457,150,corn,5/10/18,NA,1,annual,NA,5/1/18,29,NA,3/20/18,71,NA,5/12/18,18,NA,NA,NA,20,NA,NA,NA,vegetative_early,vegetative
conventional,5/31/18,NA,NA,0.018588387,0.232012268,5,NA,1.710068844,3.37669875,1.66663099,NA,0.495652971,80.89492203,4.82E-05,18.00433089,2018,NA,NA,17.09152923,0.233339297,151,corn,5/10/18,NA,1,annual,NA,5/1/18,30,NA,3/20/18,72,NA,5/12/18,19,NA,NA,NA,21,NA,NA,NA,vegetative_early,vegetative
conventional,6/1/18,NA,NA,0.016658134,0.27651771,6,NA,2.641821378,3.583352917,0.941530417,NA,0.518572022,91.57959886,0.000148991,20.12783521,2018,NA,NA,17.96552779,0.244985174,152,corn,5/10/18,NA,1,annual,NA,5/1/18,31,NA,3/20/18,73,NA,5/12/18,20,NA,NA,NA,22,NA,NA,NA,vegetative_early,vegetative
conventional,6/2/18,NA,NA,0.014495102,0.359581289,6,NA,1.737619931,3.748337708,2.010716347,NA,0.542180393,77.71133864,5.94E-05,20.94259272,2018,NA,NA,18.87902754,0.242888474,153,corn,5/10/18,NA,1,annual,NA,5/1/18,32,NA,3/20/18,74,NA,5/12/18,21,NA,NA,NA,23,NA,NA,NA,vegetative_early,vegetative
conventional,6/3/18,NA,NA,0.01741725,0.321883114,6,NA,1.047094632,3.70729,2.660197146,NA,0.566132495,65.83834914,4.43E-05,16.07903554,2018,NA,NA,17.09166163,0.234642129,154,corn,5/10/18,NA,1,annual,NA,5/1/18,33,NA,3/20/18,75,NA,5/12/18,22,NA,NA,NA,24,NA,NA,NA,vegetative_early,vegetative
conventional,6/4/18,NA,NA,0.013286029,0.103338978,6,NA,2.770548083,3.547598125,0.777049654,NA,0.590082741,91.99193248,0.000654858,10.13508552,2018,NA,NA,12.62200301,0.283211273,155,corn,5/10/18,NA,1,annual,NA,5/1/18,34,NA,3/20/18,76,NA,5/12/18,23,NA,NA,NA,25,NA,NA,NA,vegetative_early,vegetative
conventional,6/5/18,NA,NA,0.015593156,0.23304751,6,NA,2.354430279,3.687478542,1.333045542,NA,0.613685541,76.02194439,0.000114837,13.0012893,2018,NA,NA,12.92719525,0.284212487,156,corn,5/10/18,NA,1,annual,NA,5/1/18,35,NA,3/20/18,77,NA,5/12/18,24,NA,NA,NA,26,NA,NA,NA,vegetative_early,vegetative
conventional,6/6/18,NA,NA,0.018338426,0.245393061,6,NA,2.060662947,3.7147525,1.654088417,NA,0.636595308,77.70062823,2.97E-05,13.31499872,2018,NA,NA,13.10338483,0.276844167,157,corn,5/10/18,NA,1,annual,NA,5/1/18,36,NA,3/20/18,78,NA,5/12/18,25,NA,NA,NA,27,NA,NA,NA,vegetative_early,vegetative
conventional,6/7/18,NA,NA,0.017387556,0.265563436,6,NA,1.345921517,3.793343542,2.447416917,NA,0.658466453,81.29372876,5.22E-05,14.83187494,2018,NA,NA,13.9135004,0.269103418,158,corn,5/10/18,NA,1,annual,NA,5/1/18,37,NA,3/20/18,79,NA,5/12/18,26,NA,NA,NA,28,NA,NA,NA,vegetative_early,vegetative
conventional,6/8/18,0.027633547,1.156786079,0.019169929,0.455872913,6,1.302324972,0.889579918,3.843235833,2.8594599,1324.318524,0.678953387,78.39918508,1.96E-05,17.09059343,2018,3.890677222,2.588350556,15.41336466,0.260472546,159,corn,5/10/18,NA,1,annual,NA,5/1/18,38,NA,3/20/18,80,NA,5/12/18,27,NA,NA,NA,29,NA,NA,NA,vegetative_early,vegetative
conventional,6/9/18,0.018155504,0.607767939,0.017721502,0.498693866,6,0.026625667,-0.091269802,3.735815208,3.280268979,1014.000817,0.697710523,66.19460875,3.56E-08,17.55112991,2018,3.755700952,3.729071429,16.05018029,0.247774314,160,corn,5/10/18,NA,1,annual,NA,5/1/18,39,NA,3/20/18,81,NA,5/12/18,28,NA,NA,NA,30,NA,NA,NA,vegetative_early,vegetative
conventional,6/10/18,0.016220986,0.469084341,0.01547273,0.471610371,6,0.523388348,0.419391058,3.578722083,2.815478333,656.7160583,0.714412482,61.00530636,1.08E-07,16.67712491,2018,3.586064091,3.062673182,16.03710279,0.23425892,161,corn,5/10/18,NA,1,annual,NA,5/1/18,40,NA,3/20/18,82,NA,5/12/18,29,NA,NA,NA,31,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/11/18,0.01839466,0.545251126,0.017389975,0.52026447,6,-1.231069889,-0.627017294,3.430372083,4.386505167,1048.076929,0.728963108,62.2142042,4.79E-06,16.08009205,2018,3.434392889,4.665474889,15.70117118,0.222581523,162,corn,5/10/18,NA,1,annual,NA,5/1/18,41,NA,3/20/18,83,NA,5/12/18,30,NA,NA,NA,32,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/12/18,0.027909829,0.519214614,0.027354798,0.565325666,6,-0.82881034,-0.989573904,3.440690417,4.184591367,1276.117667,0.74150074,62.28707922,1.07E-07,16.8265989,2018,3.439355106,4.268163523,16.06677176,0.211018793,163,corn,5/10/18,NA,1,annual,NA,5/1/18,42,NA,3/20/18,84,NA,5/12/18,31,NA,NA,NA,33,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/13/18,0.020171998,0.398063492,0.020171998,0.406066914,6,0.399411583,0.520633755,3.650122083,3.250702438,522.5994375,0.752185682,83.47214314,0.000119662,17.83717117,2018,3.650122083,3.250702438,16.60315213,0.204053406,164,corn,5/10/18,NA,1,annual,NA,5/1/18,43,NA,3/20/18,85,NA,5/12/18,32,NA,NA,NA,34,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/14/18,0.012091521,0.662615915,0.012576903,0.562630418,6,-2.127908841,-0.912050375,3.768974792,5.467575521,1343.20975,0.761178237,71.66154357,6.56E-06,16.43135541,2018,3.781243409,5.909144205,16.33190689,0.211317439,165,corn,5/10/18,NA,1,annual,NA,5/1/18,44,NA,3/20/18,86,NA,5/12/18,33,NA,NA,NA,35,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/15/18,0.017758033,0.700400883,0.017390104,0.58544793,6,-1.604809426,-0.726202028,3.87795875,5.368529563,699.4063542,0.76863871,74.13174821,2.40E-05,14.93284012,2018,3.878414255,5.483225681,15.03292371,0.206172214,166,corn,5/10/18,NA,1,annual,NA,5/1/18,45,NA,3/20/18,87,NA,5/12/18,34,NA,NA,NA,36,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/16/18,0.033884613,0.923996215,0.033100081,0.727101632,6,-1.332597058,-0.821852634,4.179798333,4.960749188,1226.475563,0.774727405,59.47307863,1.78E-08,18.93435631,2018,4.203491628,5.536070698,16.24496231,0.197242348,167,corn,5/10/18,NA,1,annual,NA,5/1/18,46,NA,3/20/18,88,NA,5/12/18,35,NA,NA,NA,37,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/17/18,0.032275464,0.67939903,0.031199828,0.60215339,6,-0.133334448,-0.329982336,4.4273725,4.425342083,1558.839475,0.779604626,52.85956986,3.55E-08,22.39909054,2018,4.443982727,4.577318409,18.66273556,0.184742982,168,corn,5/10/18,NA,1,annual,NA,5/1/18,47,NA,3/20/18,89,NA,5/12/18,36,NA,NA,NA,38,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/18/18,0.028257053,0.848616317,0.025443251,0.791503873,6,-0.158031326,-0.010569498,4.612958125,4.227672083,1191.8945,0.783430677,71.4649416,0.000237324,24.20634915,2018,4.610400465,4.768446047,20.98251003,0.179097854,169,corn,5/10/18,NA,1,annual,NA,5/1/18,48,NA,3/20/18,90,NA,5/12/18,37,NA,NA,NA,39,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/19/18,0.015216028,1.157862528,0.013665697,1.025040781,6,-2.134489561,-1.68293586,4.58277625,5.88507625,1080.8911,0.786365862,67.98735634,0.000188476,20.47372716,2018,4.594423659,6.728901463,20.1833745,0.216392181,170,corn,5/10/18,NA,1,annual,NA,5/1/18,49,NA,3/20/18,91,NA,5/12/18,38,NA,NA,NA,40,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/20/18,0.024788948,0.761904162,0.023171521,0.755715862,6,-1.808134564,-1.443552143,4.544315417,5.542569688,960.698125,0.788570486,63.80799108,7.88E-07,18.62967628,2018,4.574571795,6.38273141,18.45099824,0.200266695,171,corn,5/10/18,NA,1,annual,NA,5/1/18,50,NA,3/20/18,92,NA,5/12/18,39,NA,NA,NA,41,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/21/18,0.02545165,1.038832906,0.024504537,0.881556181,6,-3.669414366,-2.684699836,4.5042175,7.461383333,1120.823268,0.790204853,59.59377194,5.60E-06,19.21166509,2018,4.528056341,8.19742878,18.25493377,0.188172298,172,corn,5/10/18,NA,1,annual,NA,5/1/18,51,NA,3/20/18,93,NA,5/12/18,40,NA,NA,NA,42,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/22/18,0.030152523,0.843836003,0.030152523,0.83995852,6,-2.302082392,-2.257937012,4.40837375,6.710462917,1199.930896,0.791429266,52.90072776,2.05E-06,18.60820955,2018,4.40837375,6.710462917,18.22243112,0.176448914,173,corn,5/10/18,NA,1,annual,NA,5/1/18,52,NA,3/20/18,94,NA,5/12/18,41,NA,NA,NA,43,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/23/18,0.004512974,0.524107823,0.004238875,0.419430003,6,0.095050581,0.348934841,4.201395208,4.18160125,515.4357063,0.79240403,77.65338348,0.000242758,15.06933619,2018,4.200116047,4.105059535,16.3766184,0.183257848,174,corn,5/10/18,NA,1,annual,NA,5/1/18,53,NA,3/20/18,95,NA,5/12/18,42,NA,NA,NA,44,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/24/18,0.041320344,0.924304407,0.036397974,0.748371252,6,-0.089877568,-0.456043128,4.52794375,5.292463958,230.9979884,0.793289449,89.42329637,0.000547918,18.68678929,2018,4.469723243,4.559574865,17.17319578,0.208803548,175,corn,5/10/18,NA,1,annual,NA,5/1/18,54,NA,3/20/18,96,NA,5/12/18,43,NA,NA,NA,45,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/25/18,0.029468068,1.157452562,0.031985266,0.916047679,6,-4.713790333,-2.17379788,5.031132292,7.322763958,1001.126653,0.794245827,65.27120051,1.46E-05,17.5021492,2018,5.15632,9.870085667,17.41221207,0.233136214,176,corn,5/10/18,NA,1,annual,NA,5/1/18,55,NA,3/20/18,97,NA,5/12/18,44,NA,NA,NA,46,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/26/18,0.055048545,1.044571327,0.05387387,0.763391504,6,-2.175941154,-1.339865467,5.581424167,7.095647917,1175.043322,0.795425911,52.25212169,1.43E-07,17.37334627,2018,5.656012051,7.831932821,16.82473256,0.212099121,177,corn,5/10/18,NA,1,annual,NA,5/1/18,56,NA,3/20/18,98,NA,5/12/18,45,NA,NA,NA,47,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/27/18,0.048243553,1.020056244,0.034029251,0.695402104,6,0.119507,1.310311991,6.13996,4.698458542,452.3692973,0.796896726,80.87792434,0.000255569,17.24906263,2018,6.074266774,5.954824516,17.01578635,0.205293794,178,corn,5/10/18,NA,1,annual,NA,5/1/18,57,1,6/27/18,0,NA,5/12/18,46,NA,NA,NA,48,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/28/18,0.015539697,1.7887913,0.046317116,0.693084286,6,-8.1922575,0.519317886,6.921910417,7.042972917,470.0840667,0.798637607,97.20973322,0.000867042,19.16057787,2018,7.206989167,15.39918333,17.72086105,0.277831292,179,corn,5/10/18,NA,1,annual,NA,5/1/18,58,1,6/28/18,0,NA,5/12/18,47,NA,NA,NA,49,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/29/18,0.048207497,1.96377615,0.063327222,1.140017246,6,-6.076012273,-2.627964775,7.923749792,11.05576833,1231.369524,0.800619673,76.16199643,2.63E-07,21.86304436,2018,8.154361515,14.23036152,19.4905011,0.273362982,180,corn,5/10/18,NA,1,annual,NA,5/1/18,59,NA,6/28/18,1,NA,5/12/18,48,NA,NA,NA,50,NA,NA,NA,vegetative_rapid,vegetative
conventional,6/30/18,0.077409544,1.698269975,0.073551991,1.387419346,6,-1.600489,-1.457509856,8.958889375,10.10020219,1171.561148,0.802814045,63.92675933,8.94E-08,24.58123535,2018,9.03961,10.64009475,21.35607602,0.250523911,181,corn,5/10/18,NA,1,annual,NA,5/1/18,60,NA,6/28/18,2,NA,5/12/18,49,NA,NA,NA,51,NA,NA,NA,tasseling,reproductive
conventional,7/1/18,0.077465716,1.961226423,0.07500477,1.726945435,7,-1.529163889,-2.638873339,10.02813188,11.22617842,1168.511202,0.805191842,70.62565082,1.16E-06,27.33200448,2018,10.044244,11.57341253,23.50245978,0.231653017,182,corn,5/10/18,NA,1,annual,NA,5/1/18,61,NA,6/28/18,3,NA,5/12/18,50,NA,NA,NA,52,NA,NA,NA,tasseling,reproductive
conventional,7/2/18,0.048044627,2.343060331,0.045739802,1.905034344,7,-1.843091656,-2.138511495,10.58736146,11.47742842,1411.125669,0.807724185,66.05787606,3.95E-07,28.14796346,2018,10.62162512,12.46474093,24.91791774,0.214850611,183,corn,5/10/18,NA,1,annual,NA,5/1/18,62,NA,6/28/18,4,NA,5/12/18,51,NA,NA,NA,53,NA,NA,NA,tasseling,reproductive
conventional,7/3/18,0.040578411,2.673630035,0.033762184,1.844841761,7,-7.178085,-5.223267417,10.35555646,15.94214875,995.5745065,0.810382192,71.61766195,5.53E-05,26.65491765,2018,10.38388543,17.56195372,24.81909984,0.203054952,184,corn,5/10/18,NA,1,annual,NA,5/1/18,63,NA,6/28/18,5,NA,5/12/18,52,NA,NA,NA,54,NA,NA,NA,tasseling,reproductive
conventional,7/4/18,0.046951337,2.70735876,0.04570299,2.272506686,7,-6.807512818,-5.260930153,10.19014125,15.85240271,1256.708615,0.813136984,66.04916872,6.79E-06,26.27153962,2018,10.22094909,17.02849068,24.36678554,0.194013253,185,corn,5/10/18,NA,1,annual,NA,5/1/18,64,NA,6/28/18,6,NA,5/12/18,53,NA,NA,NA,55,NA,NA,NA,tasseling,reproductive
conventional,7/5/18,0.029659973,2.428499191,0.029180824,2.091897913,7,-2.921090426,-2.835067553,10.01645458,12.86862021,1048.78811,0.815959682,78.53677317,0.000169576,25.59176884,2018,10.0193634,12.94043553,24.21816565,0.192976141,186,corn,5/10/18,NA,1,annual,NA,5/1/18,65,NA,6/28/18,7,NA,5/12/18,54,NA,NA,NA,56,NA,NA,NA,tasseling,reproductive
conventional,7/6/18,0.036225891,2.92114685,0.031719226,2.190503339,7,-6.69896881,-5.477589607,9.676232292,16.47692708,976.6066596,0.818821404,71.37731263,0.000335004,22.37186044,2018,9.674156429,16.37315476,22.72161136,0.226666953,187,corn,5/10/18,NA,1,annual,NA,5/1/18,66,NA,6/28/18,8,NA,5/12/18,55,NA,NA,NA,57,NA,NA,NA,tasseling,reproductive
conventional,7/7/18,0.056941444,2.538320823,0.053325447,2.219145684,7,-9.376833488,-6.897340662,9.327463333,17.39088542,988.0407104,0.82169327,51.80503035,3.61E-08,18.52947435,2018,9.357014651,18.73387209,20.08813121,0.214540763,188,corn,5/10/18,NA,1,annual,NA,5/1/18,67,NA,6/28/18,9,NA,5/12/18,56,NA,NA,NA,58,NA,NA,NA,tasseling,reproductive
