"Date Time, GMT-04:00","Temp, °F (LGR S/N: 20205284, SEN S/N: 20168088, LBL: Air Temperature)","RH, % (LGR S/N: 20205284, SEN S/N: 20168088)","PAR, µmol/m²/s (LGR S/N: 20205284, SEN S/N: 20189138)","Temp, °F (LGR S/N: 20205284, SEN S/N: 20245643, LBL: Soil Temperature)"
4/16/2020 9:52,62.362,27.5,6.2,61.29
4/16/2020 9:52,62.319,27.3,58.7,60.948
4/16/2020 9:52,62.319,27.1,11.2,60.647
4/16/2020 9:52,62.276,27,11.2,60.433
4/16/2020 9:52,62.276,26.7,11.2,60.217
4/16/2020 9:52,62.233,26.4,11.2,60.003
4/16/2020 9:52,62.191,26.2,11.2,59.83
4/16/2020 9:52,62.148,26.1,11.2,59.659
4/16/2020 9:52,62.062,26,11.2,59.486
4/16/2020 9:52,62.019,25.7,11.2,59.315
4/16/2020 9:52,61.977,25.6,11.2,59.185
4/16/2020 9:52,61.891,25.4,11.2,59.099
4/16/2020 9:52,61.848,25.3,11.2,59.056
4/16/2020 9:52,61.761,25.2,11.2,59.014
4/16/2020 9:52,61.72,25.1,11.2,58.971
4/16/2020 9:52,61.633,25,11.2,58.885
4/16/2020 9:52,61.59,24.9,11.2,58.842
4/16/2020 9:52,61.506,24.9,11.2,58.755
4/16/2020 9:52,61.462,24.8,11.2,58.626
4/16/2020 9:52,61.376,24.7,11.2,58.498
4/16/2020 9:52,61.29,24.7,11.2,58.411
4/16/2020 9:52,61.248,24.7,11.2,58.282
4/16/2020 9:52,61.205,24.6,11.2,58.109
4/16/2020 9:52,61.119,24.5,11.2,57.979
4/16/2020 9:52,61.075,24.5,11.2,57.893
4/16/2020 9:52,60.991,24.4,11.2,57.765
4/16/2020 9:52,60.948,24.3,11.2,57.636
4/16/2020 9:52,60.904,24.3,11.2,57.549
4/16/2020 9:52,60.818,24.3,11.2,57.463
4/16/2020 9:52,60.775,24.2,11.2,57.376
4/16/2020 9:52,60.733,24.2,11.2,57.29
4/16/2020 9:52,60.647,24.2,11.2,57.247
4/16/2020 9:52,60.604,24.2,11.2,57.16
4/16/2020 9:52,60.517,24.1,11.2,57.074
4/16/2020 9:52,60.474,24.1,11.2,57.031
4/16/2020 9:52,60.433,24.1,11.2,56.944
4/16/2020 9:52,60.346,24.1,11.2,56.901
4/16/2020 9:52,60.303,24.1,11.2,56.815
4/16/2020 9:52,60.217,24.1,11.2,56.728
4/16/2020 9:52,60.174,24.1,11.2,56.642
4/16/2020 9:52,60.132,24.1,11.2,56.512
4/16/2020 9:53,60.046,24.1,11.2,56.426
4/16/2020 9:53,60.003,24.1,11.2,56.34
4/16/2020 9:53,59.959,24.1,11.2,56.251
4/16/2020 9:53,59.873,24.1,11.2,56.122
4/16/2020 9:53,59.83,24.1,8.7,56.035
4/16/2020 9:53,59.745,24.1,8.7,55.949
4/16/2020 9:53,59.702,24.1,8.7,55.906
4/16/2020 9:53,59.616,24.1,8.7,55.863
4/16/2020 9:53,59.572,24.1,8.7,55.819
4/16/2020 9:53,59.529,24.1,11.2,55.819
4/16/2020 9:53,59.445,24.1,8.7,55.819
4/16/2020 9:53,59.401,24.1,11.2,55.819
4/16/2020 9:53,59.358,24.1,11.2,55.776
4/16/2020 9:53,59.272,24.1,11.2,55.733
4/16/2020 9:53,59.229,24.1,11.2,55.69
4/16/2020 9:53,59.185,24.1,8.7,55.602
4/16/2020 9:53,59.099,24.1,11.2,55.558
4/16/2020 9:53,59.056,24.1,8.7,55.472
4/16/2020 9:53,58.971,24.1,8.7,55.429
4/16/2020 9:53,58.928,24.1,8.7,55.342
4/16/2020 9:53,58.885,24.1,8.7,55.299
4/16/2020 9:53,58.798,24.1,8.7,55.213
4/16/2020 9:53,58.755,24.1,8.7,55.125
4/16/2020 9:53,58.669,24.1,8.7,55.081
4/16/2020 9:53,58.626,24.1,11.2,54.995
4/16/2020 9:53,58.541,24.1,11.2,54.909
4/16/2020 9:53,58.498,24.1,11.2,54.82
4/16/2020 9:53,58.455,24.1,11.2,54.777
4/16/2020 9:53,58.368,24.1,11.2,54.734
4/16/2020 9:53,58.282,24,11.2,54.691
4/16/2020 9:53,58.239,24,11.2,54.648
4/16/2020 9:53,58.152,24,8.7,54.604
4/16/2020 9:53,58.109,24.1,8.7,54.561
4/16/2020 9:53,58.023,24.1,8.7,54.516
4/16/2020 9:53,57.979,24.1,8.7,54.473
4/16/2020 9:53,57.893,24.1,8.7,54.43
4/16/2020 9:53,57.85,24.1,8.7,54.387
4/16/2020 9:53,57.765,24.1,8.7,54.343
4/16/2020 9:53,57.722,24.1,8.7,54.255
4/16/2020 9:53,57.636,24.2,8.7,54.212
4/16/2020 9:53,57.592,24.2,8.7,54.169
4/16/2020 9:53,57.506,24.2,11.2,54.126
4/16/2020 9:53,57.463,24.2,11.2,54.082
4/16/2020 9:53,57.376,24.2,11.2,54.037
4/16/2020 9:53,57.333,24.2,11.2,53.994
4/16/2020 9:53,57.29,24.3,8.7,53.951
4/16/2020 9:53,57.204,24.3,8.7,53.951
4/16/2020 9:53,57.16,24.3,8.7,53.951
4/16/2020 9:53,57.074,24.3,8.7,53.951
4/16/2020 9:53,57.031,24.4,8.7,53.951
4/16/2020 9:53,56.944,24.4,8.7,53.951
4/16/2020 9:53,56.901,24.5,8.7,53.908
4/16/2020 9:53,56.815,24.5,8.7,53.908
4/16/2020 9:53,56.772,24.5,11.2,53.908
4/16/2020 9:53,56.728,24.5,11.2,53.908
4/16/2020 9:53,56.642,24.5,8.7,53.865
4/16/2020 9:53,56.599,24.5,11.2,53.82
4/16/2020 9:53,56.556,24.5,8.7,53.776
4/16/2020 9:53,56.469,24.5,11.2,53.733
4/16/2020 9:53,56.426,24.5,11.2,53.69
4/16/2020 9:54,56.383,24.5,11.2,53.69
4/16/2020 9:54,56.295,24.6,11.2,53.69
4/16/2020 9:54,56.251,24.6,11.2,53.645
4/16/2020 9:54,56.208,24.6,8.7,53.645
4/16/2020 9:54,56.122,24.6,8.7,53.602
4/16/2020 9:54,56.079,24.6,8.7,53.559
4/16/2020 9:54,56.035,24.6,11.2,53.515
4/16/2020 9:54,55.992,24.6,8.7,53.472
4/16/2020 9:54,55.906,24.7,8.7,53.427
4/16/2020 9:54,55.863,24.7,8.7,53.384
4/16/2020 9:54,55.819,24.7,8.7,53.298
4/16/2020 9:54,55.733,24.8,8.7,53.298
4/16/2020 9:54,55.69,24.8,8.7,53.253
4/16/2020 9:54,55.647,24.9,8.7,53.253
4/16/2020 9:54,55.602,24.9,8.7,53.209
4/16/2020 9:54,55.515,24.9,8.7,53.209
4/16/2020 9:54,55.472,24.9,8.7,53.166
4/16/2020 9:54,55.429,24.9,8.7,53.166
4/16/2020 9:54,55.342,24.9,8.7,53.121
4/16/2020 9:54,55.299,24.9,8.7,53.121
4/16/2020 9:54,55.256,25,6.2,53.121
4/16/2020 9:54,55.168,25,6.2,53.078
4/16/2020 9:54,55.125,25,6.2,53.078
4/16/2020 9:54,55.081,25,6.2,53.035
4/16/2020 9:54,55.038,25,8.7,53.035
4/16/2020 9:54,54.995,25.1,8.7,52.992
4/16/2020 9:54,54.952,25.1,8.7,52.992
4/16/2020 9:54,54.865,25.1,8.7,52.947
4/16/2020 9:54,54.82,25.1,8.7,52.947
4/16/2020 9:54,54.777,25.1,8.7,52.903
4/16/2020 9:54,54.734,25.1,8.7,52.86
4/16/2020 9:54,54.691,25.2,8.7,52.817
4/16/2020 9:54,54.604,25.2,11.2,52.772
4/16/2020 9:54,54.561,25.2,8.7,52.729
4/16/2020 9:54,54.516,25.2,8.7,52.686
4/16/2020 9:54,54.473,25.3,8.7,52.686
4/16/2020 9:54,54.43,25.3,11.2,52.641
4/16/2020 9:54,54.387,25.3,8.7,52.641
4/16/2020 9:54,54.3,25.3,8.7,52.641
4/16/2020 9:54,54.255,25.4,8.7,52.597
4/16/2020 9:54,54.212,25.4,8.7,52.554
4/16/2020 9:54,54.169,25.4,8.7,52.554
4/16/2020 9:54,54.126,25.3,8.7,52.509
4/16/2020 9:54,54.082,25.3,8.7,52.466
4/16/2020 9:54,54.037,25.3,8.7,52.423
4/16/2020 9:54,53.994,25.3,8.7,52.378
4/16/2020 9:54,53.908,25.4,8.7,52.378
4/16/2020 9:54,53.865,25.4,8.7,52.378
4/16/2020 9:54,53.82,25.4,6.2,52.335
4/16/2020 9:54,53.776,25.5,6.2,52.291
4/16/2020 9:54,53.733,25.5,6.2,52.246
4/16/2020 9:54,53.69,25.5,6.2,52.203
4/16/2020 9:54,53.645,25.5,6.2,52.203
4/16/2020 9:54,53.602,25.6,6.2,52.203
4/16/2020 9:54,53.559,25.6,3.7,52.203
4/16/2020 9:54,53.515,25.6,3.7,52.16
4/16/2020 9:54,53.472,25.6,3.7,52.16
4/16/2020 9:54,53.427,25.6,3.7,52.16
4/16/2020 9:54,53.384,25.6,3.7,52.115
4/16/2020 9:54,53.341,25.6,3.7,52.115
4/16/2020 9:55,53.298,25.6,3.7,52.115
4/16/2020 9:55,53.253,25.7,3.7,52.072
4/16/2020 9:55,53.209,25.7,3.7,52.029
4/16/2020 9:55,53.166,25.7,3.7,51.984
4/16/2020 9:55,53.121,25.7,3.7,51.94
4/16/2020 9:55,53.078,25.7,3.7,51.94
4/16/2020 9:55,53.035,25.7,3.7,51.852
4/16/2020 9:55,52.992,25.7,3.7,51.852
4/16/2020 9:55,52.947,25.7,3.7,51.764
4/16/2020 9:55,52.903,25.7,3.7,51.721
4/16/2020 9:55,52.903,25.7,6.2,51.721
4/16/2020 9:55,52.86,25.7,6.2,51.678
4/16/2020 9:55,52.817,25.8,6.2,51.633
4/16/2020 9:55,52.729,25.8,3.7,51.633
4/16/2020 9:55,52.729,25.8,3.7,51.633
4/16/2020 9:55,52.686,25.8,3.7,51.633
4/16/2020 9:55,52.641,25.8,3.7,51.633
4/16/2020 9:55,52.597,25.8,3.7,51.633
4/16/2020 9:55,52.554,25.8,3.7,51.633
4/16/2020 9:55,52.509,25.9,3.7,51.633
4/16/2020 9:55,52.466,25.9,3.7,51.633
4/16/2020 9:55,52.423,25.9,3.7,51.633
4/16/2020 9:55,52.378,25.9,3.7,51.633
4/16/2020 9:55,52.335,25.9,6.2,51.589
4/16/2020 9:55,52.335,26,6.2,51.589
4/16/2020 9:55,52.291,26,6.2,51.589
4/16/2020 9:55,52.246,26,6.2,51.589
4/16/2020 9:55,52.203,26,6.2,51.589
4/16/2020 9:55,52.203,25.9,6.2,51.589
4/16/2020 9:55,52.16,25.9,8.7,51.589
4/16/2020 9:55,52.115,25.9,8.7,51.589
4/16/2020 9:55,52.072,26,8.7,51.633
4/16/2020 9:55,52.072,26,8.7,51.633
4/16/2020 9:55,52.029,26,8.7,51.633
4/16/2020 9:55,51.984,26,8.7,51.633
4/16/2020 9:55,51.94,26.1,8.7,51.633
4/16/2020 9:55,51.94,26.1,8.7,51.633
4/16/2020 9:55,51.895,26.1,6.2,51.633
4/16/2020 9:55,51.852,26.1,6.2,51.589
4/16/2020 9:55,51.852,26.2,6.2,51.589
4/16/2020 9:55,51.809,26.2,6.2,51.589
4/16/2020 9:55,51.764,26.2,6.2,51.589
4/16/2020 9:55,51.764,26.2,6.2,51.589
4/16/2020 9:55,51.721,26.2,3.7,51.589
4/16/2020 9:55,51.721,26.2,3.7,51.544
4/16/2020 9:55,51.678,26.3,3.7,51.544
4/16/2020 9:55,51.633,26.3,3.7,51.544
4/16/2020 9:55,51.633,26.3,3.7,51.501
4/16/2020 9:55,51.589,26.3,3.7,51.501
4/16/2020 9:55,51.589,26.3,3.7,51.458
4/16/2020 9:55,51.544,26.3,3.7,51.413
4/16/2020 9:55,51.544,26.4,3.7,51.413
4/16/2020 9:55,51.501,26.4,3.7,51.413
4/16/2020 9:55,51.501,26.4,3.7,51.37
4/16/2020 9:55,51.458,26.5,3.7,51.37
4/16/2020 9:55,51.458,26.5,3.7,51.37
4/16/2020 9:55,51.413,26.5,3.7,51.325
4/16/2020 9:55,51.413,26.5,3.7,51.325
4/16/2020 9:55,51.37,26.5,3.7,51.282
4/16/2020 9:55,51.325,26.5,3.7,51.282
4/16/2020 9:56,51.325,26.5,3.7,51.237
4/16/2020 9:56,51.282,26.5,3.7,51.237
4/16/2020 9:56,51.282,26.6,3.7,51.193
4/16/2020 9:56,51.237,26.5,3.7,51.148
4/16/2020 9:56,51.193,26.6,3.7,51.105
4/16/2020 9:56,51.193,26.6,3.7,51.062
4/16/2020 9:56,51.148,26.6,3.7,51.062
4/16/2020 9:56,51.105,26.6,3.7,51.062
4/16/2020 9:56,51.105,26.6,3.7,51.105
4/16/2020 9:56,51.062,26.6,3.7,51.105
4/16/2020 9:56,51.062,26.7,3.7,51.105
4/16/2020 9:56,51.017,26.7,6.2,51.105
4/16/2020 9:56,50.974,26.7,6.2,51.105
4/16/2020 9:56,50.974,26.7,6.2,51.105
4/16/2020 9:56,50.929,26.7,6.2,51.105
4/16/2020 9:56,50.886,26.8,6.2,51.062
4/16/2020 9:56,50.886,26.8,6.2,51.062
4/16/2020 9:56,50.841,26.8,8.7,51.017
4/16/2020 9:56,50.841,26.8,8.7,51.017
4/16/2020 9:56,50.797,26.8,8.7,50.974
4/16/2020 9:56,50.752,26.8,8.7,50.929
4/16/2020 9:56,50.709,26.9,8.7,50.886
4/16/2020 9:56,50.709,26.9,11.2,50.841
4/16/2020 9:56,50.664,26.9,11.2,50.752
4/16/2020 9:56,50.621,26.9,13.7,50.709
4/16/2020 9:56,50.576,26.9,13.7,50.709
4/16/2020 9:56,50.576,26.9,13.7,50.664
4/16/2020 9:56,50.533,26.9,13.7,50.621
4/16/2020 9:56,50.488,26.9,13.7,50.576
4/16/2020 9:56,50.445,26.9,13.7,50.533
4/16/2020 9:56,50.445,26.9,16.2,50.488
4/16/2020 9:56,50.4,26.9,16.2,50.4
4/16/2020 9:56,50.356,26.9,16.2,50.311
4/16/2020 9:56,50.311,26.9,16.2,50.268
4/16/2020 9:56,50.268,26.9,16.2,50.268
4/16/2020 9:56,50.223,26.9,16.2,50.18
4/16/2020 9:56,50.18,27,16.2,50.047
4/16/2020 9:56,50.135,27,16.2,49.914
4/16/2020 9:56,50.092,27,16.2,49.782
4/16/2020 9:56,50.047,27,16.2,49.649
4/16/2020 9:56,50.047,27,16.2,49.471
4/16/2020 9:56,50.002,27.1,16.2,49.338
4/16/2020 9:56,49.959,27.1,16.2,49.249
4/16/2020 9:56,49.914,27.1,16.2,49.116
4/16/2020 9:56,49.87,27.1,16.2,49.028
4/16/2020 9:56,49.825,27.1,16.2,48.938
4/16/2020 9:56,49.782,27.1,16.2,48.85
4/16/2020 9:56,49.737,27.1,16.2,48.805
4/16/2020 9:56,49.692,27.1,16.2,48.762
4/16/2020 9:56,49.649,27.1,16.2,48.717
4/16/2020 9:56,49.604,27.1,16.2,48.672
4/16/2020 9:56,49.561,27.1,16.2,48.583
4/16/2020 9:56,49.561,27.1,16.2,48.493
4/16/2020 9:56,49.516,27.2,16.2,48.405
4/16/2020 9:56,49.471,27.2,16.2,48.36
4/16/2020 9:56,49.428,27.2,16.2,48.272
4/16/2020 9:56,49.383,27.2,16.2,48.227
4/16/2020 9:56,49.338,27.3,16.2,48.182
4/16/2020 9:56,49.294,27.3,16.2,48.137
4/16/2020 9:56,49.249,27.3,16.2,48.094
4/16/2020 9:57,49.249,27.3,16.2,48.004
4/16/2020 9:57,49.204,27.4,16.2,48.004
4/16/2020 9:57,49.161,27.4,16.2,47.914
4/16/2020 9:57,49.116,27.4,16.2,47.871
4/16/2020 9:57,49.073,27.4,16.2,47.826
4/16/2020 9:57,49.028,27.4,16.2,47.736
4/16/2020 9:57,49.028,27.4,16.2,47.691
4/16/2020 9:57,48.983,27.5,16.2,47.647
4/16/2020 9:57,48.938,27.5,16.2,47.602
4/16/2020 9:57,48.938,27.5,18.7,47.602
4/16/2020 9:57,48.895,27.5,18.7,47.557
4/16/2020 9:57,48.85,27.6,18.7,47.602
4/16/2020 9:57,48.805,27.6,18.7,47.602
4/16/2020 9:57,48.762,27.6,18.7,47.647
4/16/2020 9:57,48.762,27.7,18.7,47.647
4/16/2020 9:57,48.717,27.7,18.7,47.691
4/16/2020 9:57,48.672,27.7,18.7,47.691
4/16/2020 9:57,48.672,27.7,18.7,47.691
4/16/2020 9:57,48.628,27.7,18.7,47.691
4/16/2020 9:57,48.583,27.7,18.7,47.691
4/16/2020 9:57,48.583,27.7,18.7,47.691
4/16/2020 9:57,48.538,27.7,18.7,47.736
4/16/2020 9:57,48.538,27.7,18.7,47.736
4/16/2020 9:57,48.493,27.7,18.7,47.781
4/16/2020 9:57,48.493,27.7,16.2,47.826
4/16/2020 9:57,48.45,27.8,18.7,47.826
4/16/2020 9:57,48.45,27.8,16.2,47.871
4/16/2020 9:57,48.405,27.8,16.2,47.871
4/16/2020 9:57,48.405,27.8,16.2,47.914
4/16/2020 9:57,48.36,27.8,16.2,47.959
4/16/2020 9:57,48.36,27.8,18.7,47.959
4/16/2020 9:57,48.315,27.8,18.7,48.004
4/16/2020 9:57,48.315,27.9,18.7,48.004
4/16/2020 9:57,48.315,27.9,18.7,48.049
4/16/2020 9:57,48.272,27.9,18.7,48.094
4/16/2020 9:57,48.272,27.9,16.2,48.094
4/16/2020 9:57,48.227,27.9,16.2,48.094
4/16/2020 9:57,48.227,27.9,16.2,48.137
4/16/2020 9:57,48.227,27.9,16.2,48.137
4/16/2020 9:57,48.182,28,18.7,48.182
4/16/2020 9:57,48.182,27.9,18.7,48.182
4/16/2020 9:57,48.182,28,18.7,48.227
4/16/2020 9:57,48.182,28,16.2,48.227
4/16/2020 9:57,48.137,28,18.7,48.272
4/16/2020 9:57,48.137,28,16.2,48.272
4/16/2020 9:57,48.137,28,16.2,48.315
4/16/2020 9:57,48.094,28,16.2,48.36
4/16/2020 9:57,48.094,28.1,16.2,48.36
4/16/2020 9:57,48.094,28.1,18.7,48.36
4/16/2020 9:57,48.094,28.1,16.2,48.405
4/16/2020 9:57,48.094,28.1,16.2,48.405
4/16/2020 9:57,48.049,28.1,16.2,48.45
4/16/2020 9:57,48.049,28.2,16.2,48.45
4/16/2020 9:57,48.049,28.2,16.2,48.493
4/16/2020 9:57,48.049,28.2,16.2,48.493
4/16/2020 9:57,48.049,28.2,16.2,48.538
4/16/2020 9:57,48.004,28.2,16.2,48.538
4/16/2020 9:57,48.004,28.3,16.2,48.583
4/16/2020 9:57,48.004,28.3,16.2,48.583
4/16/2020 9:57,48.004,28.3,16.2,48.628
4/16/2020 9:58,48.004,28.3,16.2,48.672
4/16/2020 9:58,47.959,28.3,16.2,48.672
4/16/2020 9:58,47.959,28.3,16.2,48.717
4/16/2020 9:58,47.959,28.3,16.2,48.717
4/16/2020 9:58,47.959,28.3,16.2,48.762
4/16/2020 9:58,47.959,28.4,16.2,48.762
4/16/2020 9:58,47.959,28.3,16.2,48.805
4/16/2020 9:58,47.959,28.4,16.2,48.805
4/16/2020 9:58,47.914,28.4,8.7,48.85
4/16/2020 9:58,47.914,28.4,31.2,48.895
4/16/2020 9:58,47.914,28.4,46.2,48.895
4/16/2020 9:58,47.914,28.4,6.2,48.938
4/16/2020 9:58,47.914,28.4,3.7,48.938
4/16/2020 9:58,47.914,28.5,3.7,48.983
4/16/2020 9:58,47.914,28.5,3.7,48.983
4/16/2020 9:58,47.914,28.5,3.7,49.028
4/16/2020 9:58,47.871,28.5,1.2,49.028
4/16/2020 9:58,47.871,28.5,3.7,49.073
4/16/2020 9:58,47.871,28.5,6.2,49.116
4/16/2020 9:58,47.871,28.6,6.2,49.116
4/16/2020 9:58,47.871,28.6,3.7,49.161
4/16/2020 9:58,47.871,28.6,3.7,49.204
4/16/2020 9:58,47.871,28.6,3.7,49.204
4/16/2020 9:58,47.871,28.6,3.7,49.204
4/16/2020 9:58,47.871,28.6,3.7,49.204
4/16/2020 9:58,47.826,28.7,3.7,49.204
4/16/2020 9:58,47.871,28.7,6.2,49.249
4/16/2020 9:58,47.826,28.7,6.2,49.249
4/16/2020 9:58,47.826,28.7,13.7,49.249
4/16/2020 9:58,47.826,28.7,11.2,49.294
4/16/2020 9:58,47.826,28.8,8.7,49.294
4/16/2020 9:58,47.826,28.8,8.7,49.338
4/16/2020 9:58,47.826,28.8,8.7,49.383
4/16/2020 9:58,47.826,28.8,8.7,49.428
4/16/2020 9:58,47.826,28.8,8.7,49.471
4/16/2020 9:58,47.826,28.8,8.7,49.471
4/16/2020 9:58,47.826,28.8,8.7,49.516
4/16/2020 9:58,47.826,28.9,8.7,49.561
4/16/2020 9:58,47.826,28.9,8.7,49.561
4/16/2020 9:58,47.826,28.9,8.7,49.604
4/16/2020 9:58,47.826,28.9,8.7,49.604
4/16/2020 9:58,47.826,29,8.7,49.604
4/16/2020 9:58,47.826,29,8.7,49.649
4/16/2020 9:58,47.826,29,6.2,49.649
4/16/2020 9:58,47.826,29,8.7,49.649
4/16/2020 9:58,47.826,28.9,8.7,49.692
4/16/2020 9:58,47.826,29,8.7,49.692
4/16/2020 9:58,47.826,29,8.7,49.692
4/16/2020 9:58,47.826,28.9,8.7,49.692
4/16/2020 9:58,47.826,28.9,8.7,49.737
4/16/2020 9:58,47.826,28.9,8.7,49.737
4/16/2020 9:58,47.826,28.9,8.7,49.782
4/16/2020 9:58,47.826,29,8.7,49.782
4/16/2020 9:58,47.826,29,8.7,49.825
4/16/2020 9:58,47.826,29,8.7,49.825
4/16/2020 9:58,47.826,29.1,8.7,49.825
4/16/2020 9:58,47.826,29.1,8.7,49.87
4/16/2020 9:58,47.871,29.1,8.7,49.87
4/16/2020 9:58,47.871,29.1,8.7,49.914
4/16/2020 9:58,47.826,29.2,6.2,49.914
4/16/2020 9:59,47.826,29.2,8.7,49.959
4/16/2020 9:59,47.826,29.2,8.7,49.959
4/16/2020 9:59,47.871,29.2,8.7,50.002
4/16/2020 9:59,47.826,29.2,8.7,50.002
4/16/2020 9:59,47.871,29.2,8.7,50.047
4/16/2020 9:59,47.826,29.2,11.2,50.047
4/16/2020 9:59,47.871,29.2,11.2,50.047
4/16/2020 9:59,47.871,29.3,13.7,50.092
4/16/2020 9:59,47.871,29.3,18.7,50.092
4/16/2020 9:59,47.871,29.3,11.2,50.135
4/16/2020 9:59,47.871,29.4,6.2,50.135
4/16/2020 9:59,47.871,29.4,123.7,50.18
4/16/2020 9:59,47.871,29.4,83.7,50.223
4/16/2020 9:59,47.871,29.4,81.2,50.223
4/16/2020 9:59,47.871,29.5,78.7,50.223
4/16/2020 9:59,47.871,29.5,78.7,50.268
4/16/2020 9:59,47.871,29.5,78.7,50.268
4/16/2020 9:59,47.871,29.5,76.2,50.311
4/16/2020 9:59,47.871,29.5,76.2,50.311
4/16/2020 9:59,47.871,29.5,73.7,50.311
4/16/2020 9:59,47.871,29.5,73.7,50.356
4/16/2020 9:59,47.914,29.6,73.7,50.356
4/16/2020 9:59,47.914,29.6,71.2,50.356
4/16/2020 9:59,47.914,29.6,61.2,50.356
4/16/2020 9:59,47.914,29.7,51.2,50.4
4/16/2020 9:59,47.914,29.7,38.7,50.4
4/16/2020 9:59,47.914,29.7,33.7,50.4
4/16/2020 9:59,47.914,29.7,26.2,50.445
4/16/2020 9:59,47.914,29.7,18.7,50.445
4/16/2020 9:59,47.959,29.7,11.2,50.445
4/16/2020 9:59,47.959,29.8,6.2,50.445
4/16/2020 9:59,47.959,29.8,6.2,50.445
4/16/2020 9:59,47.959,29.9,8.7,50.445
4/16/2020 9:59,47.959,29.9,6.2,50.445
4/16/2020 9:59,47.959,29.9,3.7,50.488
4/16/2020 9:59,47.959,29.9,8.7,50.488
4/16/2020 9:59,47.959,29.9,6.2,50.488
4/16/2020 9:59,47.959,30,6.2,50.533
4/16/2020 9:59,48.004,30,11.2,50.533
4/16/2020 9:59,48.004,30,11.2,50.533
4/16/2020 9:59,48.004,30,6.2,50.533
4/16/2020 9:59,48.004,30,11.2,50.576
4/16/2020 9:59,48.004,30,8.7,50.576
4/16/2020 9:59,48.004,30.1,6.2,50.576
4/16/2020 9:59,48.004,30.1,8.7,50.621
4/16/2020 9:59,48.049,30.1,11.2,50.621
4/16/2020 9:59,48.049,30.2,11.2,50.664
4/16/2020 9:59,48.049,30.1,11.2,50.709
4/16/2020 9:59,48.049,30.1,11.2,50.752
